asin,painpoint_norm,mention_n,pos_n,neg_n,avg_score,neg_ratio,pos_ratio
B00GHX5HGG,durability,9,5,4,0.1111111111111111,0.4444444444444444,0.5555555555555556
B00GHX5HGG,handle_comfort,11,3,8,-0.45454545454545453,0.7272727272727273,0.2727272727272727
B00GHX5HGG,overall_quality,19,11,8,0.15789473684210525,0.42105263157894735,0.5789473684210527
B00GHX5HGG,rust_resistance,10,1,9,-0.8,0.9,0.1
B00GHX5HGG,sharpness,21,10,11,-0.047619047619047616,0.5238095238095238,0.47619047619047616
B00GHX5HGG,value_for_money,15,7,8,-0.06666666666666667,0.5333333333333333,0.4666666666666667
B00N9HWFLS,appearance_finish,2,2,0,1.0,0.0,1.0
B00N9HWFLS,balance_weight,1,1,0,1.0,0.0,1.0
B00N9HWFLS,durability,2,1,1,0.0,0.5,0.5
B00N9HWFLS,handle_comfort,2,1,1,0.0,0.5,0.5
B00N9HWFLS,overall_quality,4,3,1,0.5,0.25,0.75
B00N9HWFLS,rust_resistance,1,1,0,1.0,0.0,1.0
B00N9HWFLS,sharpness,7,5,2,0.42857142857142855,0.2857142857142857,0.7142857142857143
B00N9HWFLS,value_for_money,4,2,2,0.0,0.5,0.5
B00R3Z3ZF2,appearance_finish,1,0,1,-1.0,1.0,0.0
B00R3Z3ZF2,durability,2,2,0,1.0,0.0,1.0
B00R3Z3ZF2,overall_quality,1,0,1,-1.0,1.0,0.0
B00R3Z3ZF2,rust_resistance,2,0,2,-1.0,1.0,0.0
B00R3Z3ZF2,sharpness,3,3,0,1.0,0.0,1.0
B00R3Z49G6,appearance_finish,11,7,4,0.2727272727272727,0.36363636363636365,0.6363636363636364
B00R3Z49G6,balance_weight,5,4,1,0.6,0.2,0.8
B00R3Z49G6,durability,10,8,2,0.6,0.2,0.8
B00R3Z49G6,handle_comfort,21,10,10,0.0,0.47619047619047616,0.47619047619047616
B00R3Z49G6,overall_quality,27,17,9,0.2962962962962963,0.3333333333333333,0.6296296296296297
B00R3Z49G6,rust_resistance,20,4,16,-0.6,0.8,0.2
B00R3Z49G6,sharpness,42,28,13,0.35714285714285715,0.30952380952380953,0.6666666666666666
B00R3Z49G6,value_for_money,32,25,6,0.59375,0.1875,0.78125
B01ALYD1WI,appearance_finish,9,5,2,0.3333333333333333,0.2222222222222222,0.5555555555555556
B01ALYD1WI,balance_weight,2,1,0,0.5,0.0,0.5
B01ALYD1WI,durability,9,1,6,-0.5555555555555556,0.6666666666666666,0.1111111111111111
B01ALYD1WI,handle_comfort,12,2,7,-0.4166666666666667,0.5833333333333334,0.16666666666666666
B01ALYD1WI,overall_quality,11,3,6,-0.2727272727272727,0.5454545454545454,0.2727272727272727
B01ALYD1WI,rust_resistance,7,1,5,-0.5714285714285714,0.7142857142857143,0.14285714285714285
B01ALYD1WI,sharpness,15,7,5,0.13333333333333333,0.3333333333333333,0.4666666666666667
B01ALYD1WI,value_for_money,8,3,4,-0.125,0.5,0.375
B01B3GARVG,appearance_finish,17,12,5,0.4117647058823529,0.29411764705882354,0.7058823529411765
B01B3GARVG,balance_weight,8,5,3,0.25,0.375,0.625
B01B3GARVG,durability,15,11,4,0.4666666666666667,0.26666666666666666,0.7333333333333333
B01B3GARVG,handle_comfort,13,8,5,0.23076923076923078,0.38461538461538464,0.6153846153846154
B01B3GARVG,overall_quality,17,14,3,0.6470588235294118,0.17647058823529413,0.8235294117647058
B01B3GARVG,rust_resistance,7,5,2,0.42857142857142855,0.2857142857142857,0.7142857142857143
B01B3GARVG,sharpness,53,43,10,0.6226415094339622,0.18867924528301888,0.8113207547169812
B01B3GARVG,value_for_money,25,22,3,0.76,0.12,0.88
B01DDBJF12,appearance_finish,14,12,2,0.7142857142857143,0.14285714285714285,0.8571428571428571
B01DDBJF12,balance_weight,10,8,1,0.7,0.1,0.8
B01DDBJF12,durability,6,4,2,0.3333333333333333,0.3333333333333333,0.6666666666666666
B01DDBJF12,handle_comfort,18,15,2,0.7222222222222222,0.1111111111111111,0.8333333333333334
B01DDBJF12,overall_quality,18,16,1,0.8333333333333334,0.05555555555555555,0.8888888888888888
B01DDBJF12,rust_resistance,3,0,3,-1.0,1.0,0.0
B01DDBJF12,sharpness,54,44,9,0.6481481481481481,0.16666666666666666,0.8148148148148148
B01DDBJF12,value_for_money,19,16,3,0.6842105263157895,0.15789473684210525,0.8421052631578947
B01DUT3QQW,appearance_finish,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B01DUT3QQW,balance_weight,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B01DUT3QQW,durability,2,0,2,-1.0,1.0,0.0
B01DUT3QQW,handle_comfort,2,2,0,1.0,0.0,1.0
B01DUT3QQW,overall_quality,3,3,0,1.0,0.0,1.0
B01DUT3QQW,rust_resistance,2,1,1,0.0,0.5,0.5
B01DUT3QQW,sharpness,4,3,1,0.5,0.25,0.75
B01DUT3QQW,value_for_money,1,1,0,1.0,0.0,1.0
B073J61P62,appearance_finish,28,19,9,0.35714285714285715,0.32142857142857145,0.6785714285714286
B073J61P62,balance_weight,14,8,6,0.14285714285714285,0.42857142857142855,0.5714285714285714
B073J61P62,durability,9,5,4,0.1111111111111111,0.4444444444444444,0.5555555555555556
B073J61P62,handle_comfort,13,8,5,0.23076923076923078,0.38461538461538464,0.6153846153846154
B073J61P62,overall_quality,19,15,4,0.5789473684210527,0.21052631578947367,0.7894736842105263
B073J61P62,rust_resistance,16,6,10,-0.25,0.625,0.375
B073J61P62,sharpness,35,25,10,0.42857142857142855,0.2857142857142857,0.7142857142857143
B073J61P62,value_for_money,11,4,7,-0.2727272727272727,0.6363636363636364,0.36363636363636365
B074T6C4YS,balance_weight,1,0,1,-1.0,1.0,0.0
B074T6C4YS,rust_resistance,1,1,0,1.0,0.0,1.0
B074T6C4YS,sharpness,4,3,1,0.5,0.25,0.75
B07BJZ8WSP,balance_weight,2,2,0,1.0,0.0,1.0
B07BJZ8WSP,durability,2,1,1,0.0,0.5,0.5
B07BJZ8WSP,handle_comfort,3,3,0,1.0,0.0,1.0
B07BJZ8WSP,overall_quality,2,2,0,1.0,0.0,1.0
B07BJZ8WSP,rust_resistance,1,0,1,-1.0,1.0,0.0
B07BJZ8WSP,sharpness,6,6,0,1.0,0.0,1.0
B07BJZ8WSP,value_for_money,2,2,0,1.0,0.0,1.0
B07BK4YVB3,appearance_finish,1,1,0,1.0,0.0,1.0
B07BK4YVB3,handle_comfort,2,2,0,1.0,0.0,1.0
B07BK4YVB3,overall_quality,1,1,0,1.0,0.0,1.0
B07BK4YVB3,rust_resistance,1,1,0,1.0,0.0,1.0
B07BK4YVB3,sharpness,5,3,2,0.2,0.4,0.6
B07BK4YVB3,value_for_money,2,2,0,1.0,0.0,1.0
B07BN5MZBW,balance_weight,1,0,1,-1.0,1.0,0.0
B07BN5MZBW,handle_comfort,1,0,1,-1.0,1.0,0.0
B07BN5MZBW,overall_quality,2,0,2,-1.0,1.0,0.0
B07BN5MZBW,rust_resistance,1,0,1,-1.0,1.0,0.0
B07BN5MZBW,sharpness,4,2,1,0.25,0.25,0.5
B07BN5MZBW,value_for_money,1,1,0,1.0,0.0,1.0
B07BZD6HFZ,appearance_finish,1,1,0,1.0,0.0,1.0
B07BZD6HFZ,durability,1,1,0,1.0,0.0,1.0
B07BZD6HFZ,overall_quality,1,1,0,1.0,0.0,1.0
B07BZD6HFZ,rust_resistance,1,0,1,-1.0,1.0,0.0
B07BZD6HFZ,sharpness,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B07BZD6HFZ,value_for_money,2,2,0,1.0,0.0,1.0
B07GH3KQS5,appearance_finish,28,20,7,0.4642857142857143,0.25,0.7142857142857143
B07GH3KQS5,balance_weight,9,6,2,0.4444444444444444,0.2222222222222222,0.6666666666666666
B07GH3KQS5,durability,16,10,6,0.25,0.375,0.625
B07GH3KQS5,handle_comfort,16,8,8,0.0,0.5,0.5
B07GH3KQS5,overall_quality,12,8,4,0.3333333333333333,0.3333333333333333,0.6666666666666666
B07GH3KQS5,rust_resistance,21,4,16,-0.5714285714285714,0.7619047619047619,0.19047619047619047
B07GH3KQS5,sharpness,50,30,19,0.22,0.38,0.6
B07GH3KQS5,value_for_money,23,12,11,0.043478260869565216,0.4782608695652174,0.5217391304347826
B07H6WGWMD,appearance_finish,3,3,0,1.0,0.0,1.0
B07H6WGWMD,balance_weight,1,1,0,1.0,0.0,1.0
B07H6WGWMD,durability,2,1,1,0.0,0.5,0.5
B07H6WGWMD,handle_comfort,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B07H6WGWMD,overall_quality,4,3,1,0.5,0.25,0.75
B07H6WGWMD,rust_resistance,1,0,1,-1.0,1.0,0.0
B07H6WGWMD,sharpness,4,2,2,0.0,0.5,0.5
B07H6WGWMD,value_for_money,4,3,1,0.5,0.25,0.75
B07HGRSC74,appearance_finish,34,23,10,0.38235294117647056,0.29411764705882354,0.6764705882352942
B07HGRSC74,balance_weight,8,4,4,0.0,0.5,0.5
B07HGRSC74,durability,15,9,6,0.2,0.4,0.6
B07HGRSC74,handle_comfort,19,12,7,0.2631578947368421,0.3684210526315789,0.631578947368421
B07HGRSC74,overall_quality,22,16,5,0.5,0.22727272727272727,0.7272727272727273
B07HGRSC74,rust_resistance,10,5,5,0.0,0.5,0.5
B07HGRSC74,sharpness,53,35,16,0.3584905660377358,0.3018867924528302,0.660377358490566
B07HGRSC74,value_for_money,22,15,6,0.4090909090909091,0.2727272727272727,0.6818181818181818
B07HGTGN3K,appearance_finish,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B07HGTGN3K,durability,1,0,1,-1.0,1.0,0.0
B07HGTGN3K,handle_comfort,2,0,2,-1.0,1.0,0.0
B07HGTGN3K,overall_quality,4,1,3,-0.5,0.75,0.25
B07HGTGN3K,value_for_money,4,1,3,-0.5,0.75,0.25
B07K46875F,appearance_finish,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B07K46875F,handle_comfort,2,1,1,0.0,0.5,0.5
B07K46875F,overall_quality,3,3,0,1.0,0.0,1.0
B07K46875F,sharpness,5,4,1,0.6,0.2,0.8
B07K46875F,value_for_money,1,1,0,1.0,0.0,1.0
B07KC949P2,appearance_finish,1,1,0,1.0,0.0,1.0
B07KC949P2,balance_weight,4,4,0,1.0,0.0,1.0
B07KC949P2,durability,2,1,1,0.0,0.5,0.5
B07KC949P2,overall_quality,3,3,0,1.0,0.0,1.0
B07KC949P2,sharpness,7,6,1,0.7142857142857143,0.14285714285714285,0.8571428571428571
B07KC949P2,value_for_money,1,1,0,1.0,0.0,1.0
B07PT5MT1H,appearance_finish,2,1,1,0.0,0.5,0.5
B07PT5MT1H,balance_weight,2,2,0,1.0,0.0,1.0
B07PT5MT1H,durability,2,1,1,0.0,0.5,0.5
B07PT5MT1H,handle_comfort,5,4,1,0.6,0.2,0.8
B07PT5MT1H,overall_quality,4,3,1,0.5,0.25,0.75
B07PT5MT1H,sharpness,6,4,2,0.3333333333333333,0.3333333333333333,0.6666666666666666
B07PT5MT1H,value_for_money,4,2,2,0.0,0.5,0.5
B07Q1FFC65,appearance_finish,23,16,7,0.391304347826087,0.30434782608695654,0.6956521739130435
B07Q1FFC65,balance_weight,23,19,4,0.6521739130434783,0.17391304347826086,0.8260869565217391
B07Q1FFC65,durability,13,6,7,-0.07692307692307693,0.5384615384615384,0.46153846153846156
B07Q1FFC65,handle_comfort,27,19,8,0.4074074074074074,0.2962962962962963,0.7037037037037037
B07Q1FFC65,overall_quality,26,21,5,0.6153846153846154,0.19230769230769232,0.8076923076923077
B07Q1FFC65,rust_resistance,8,5,3,0.25,0.375,0.625
B07Q1FFC65,sharpness,62,48,13,0.5645161290322581,0.20967741935483872,0.7741935483870968
B07Q1FFC65,value_for_money,20,14,6,0.4,0.3,0.7
B07QG2L8F1,appearance_finish,2,1,1,0.0,0.5,0.5
B07QG2L8F1,balance_weight,1,1,0,1.0,0.0,1.0
B07QG2L8F1,durability,4,1,3,-0.5,0.75,0.25
B07QG2L8F1,handle_comfort,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B07QG2L8F1,overall_quality,2,1,1,0.0,0.5,0.5
B07QG2L8F1,rust_resistance,1,0,1,-1.0,1.0,0.0
B07QG2L8F1,sharpness,5,3,2,0.2,0.4,0.6
B07QG2L8F1,value_for_money,1,1,0,1.0,0.0,1.0
B07SZSGVXM,appearance_finish,2,2,0,1.0,0.0,1.0
B07SZSGVXM,balance_weight,2,2,0,1.0,0.0,1.0
B07SZSGVXM,handle_comfort,2,2,0,1.0,0.0,1.0
B07SZSGVXM,overall_quality,2,2,0,1.0,0.0,1.0
B07SZSGVXM,sharpness,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B07SZSGVXM,value_for_money,1,1,0,1.0,0.0,1.0
B07YPY9Q6G,appearance_finish,4,4,0,1.0,0.0,1.0
B07YPY9Q6G,balance_weight,4,4,0,1.0,0.0,1.0
B07YPY9Q6G,durability,2,2,0,1.0,0.0,1.0
B07YPY9Q6G,handle_comfort,7,7,0,1.0,0.0,1.0
B07YPY9Q6G,overall_quality,6,6,0,1.0,0.0,1.0
B07YPY9Q6G,sharpness,8,8,0,1.0,0.0,1.0
B07YPY9Q6G,value_for_money,2,2,0,1.0,0.0,1.0
B085XYC5L5,appearance_finish,1,1,0,1.0,0.0,1.0
B085XYC5L5,durability,1,1,0,1.0,0.0,1.0
B085XYC5L5,handle_comfort,1,1,0,1.0,0.0,1.0
B085XYC5L5,overall_quality,2,0,2,-1.0,1.0,0.0
B085XYC5L5,value_for_money,1,0,1,-1.0,1.0,0.0
B0865TNBKC,balance_weight,2,1,1,0.0,0.5,0.5
B0865TNBKC,durability,1,1,0,1.0,0.0,1.0
B0865TNBKC,handle_comfort,1,1,0,1.0,0.0,1.0
B0865TNBKC,overall_quality,1,1,0,1.0,0.0,1.0
B0865TNBKC,sharpness,4,3,1,0.5,0.25,0.75
B0865TNBKC,value_for_money,2,2,0,1.0,0.0,1.0
B089SQ3CG2,durability,1,0,1,-1.0,1.0,0.0
B089SQ3CG2,handle_comfort,1,0,1,-1.0,1.0,0.0
B089SQ3CG2,rust_resistance,1,0,1,-1.0,1.0,0.0
B08BCFRNXN,handle_comfort,1,1,0,1.0,0.0,1.0
B08BCFRNXN,sharpness,2,2,0,1.0,0.0,1.0
B08CD3XNRL,appearance_finish,24,8,13,-0.20833333333333334,0.5416666666666666,0.3333333333333333
B08CD3XNRL,balance_weight,4,3,0,0.75,0.0,0.75
B08CD3XNRL,durability,12,2,9,-0.5833333333333334,0.75,0.16666666666666666
B08CD3XNRL,handle_comfort,19,5,12,-0.3684210526315789,0.631578947368421,0.2631578947368421
B08CD3XNRL,overall_quality,19,11,7,0.21052631578947367,0.3684210526315789,0.5789473684210527
B08CD3XNRL,rust_resistance,30,2,27,-0.8333333333333334,0.9,0.06666666666666667
B08CD3XNRL,sharpness,33,16,13,0.09090909090909091,0.3939393939393939,0.48484848484848486
B08CD3XNRL,value_for_money,12,6,5,0.08333333333333333,0.4166666666666667,0.5
B08DFSBW6J,handle_comfort,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B08DFSBW6J,overall_quality,1,0,1,-1.0,1.0,0.0
B08DFSBW6J,rust_resistance,2,0,1,-0.5,0.5,0.0
B08DFSBW6J,sharpness,4,1,2,-0.25,0.5,0.25
B08DFSBW6J,value_for_money,1,1,0,1.0,0.0,1.0
B08FJDVTS2,overall_quality,1,1,0,1.0,0.0,1.0
B08FJDVTS2,sharpness,1,1,0,1.0,0.0,1.0
B08FVCDNW1,appearance_finish,26,17,9,0.3076923076923077,0.34615384615384615,0.6538461538461539
B08FVCDNW1,balance_weight,15,12,3,0.6,0.2,0.8
B08FVCDNW1,durability,18,10,8,0.1111111111111111,0.4444444444444444,0.5555555555555556
B08FVCDNW1,handle_comfort,22,16,6,0.45454545454545453,0.2727272727272727,0.7272727272727273
B08FVCDNW1,overall_quality,28,23,5,0.6428571428571429,0.17857142857142858,0.8214285714285714
B08FVCDNW1,rust_resistance,20,6,14,-0.4,0.7,0.3
B08FVCDNW1,sharpness,44,30,14,0.36363636363636365,0.3181818181818182,0.6818181818181818
B08FVCDNW1,value_for_money,23,14,9,0.21739130434782608,0.391304347826087,0.6086956521739131
B08FWRQ7WT,appearance_finish,2,2,0,1.0,0.0,1.0
B08FWRQ7WT,sharpness,1,1,0,1.0,0.0,1.0
B08KD27THM,appearance_finish,1,1,0,1.0,0.0,1.0
B08KD27THM,balance_weight,3,3,0,1.0,0.0,1.0
B08KD27THM,durability,3,3,0,1.0,0.0,1.0
B08KD27THM,handle_comfort,3,3,0,1.0,0.0,1.0
B08KD27THM,sharpness,6,4,2,0.3333333333333333,0.3333333333333333,0.6666666666666666
B08KD27THM,value_for_money,1,1,0,1.0,0.0,1.0
B08WJS3KVB,overall_quality,1,0,1,-1.0,1.0,0.0
B08WJS3KVB,sharpness,1,1,0,1.0,0.0,1.0
B08WJS3KVB,value_for_money,2,1,1,0.0,0.5,0.5
B091HDQRVN,durability,1,1,0,1.0,0.0,1.0
B091HDQRVN,handle_comfort,2,2,0,1.0,0.0,1.0
B091HDQRVN,overall_quality,3,3,0,1.0,0.0,1.0
B091HDQRVN,sharpness,5,4,1,0.6,0.2,0.8
B09521GB44,appearance_finish,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B09521GB44,balance_weight,1,1,0,1.0,0.0,1.0
B09521GB44,rust_resistance,3,0,3,-1.0,1.0,0.0
B09BQWMZ45,appearance_finish,2,0,2,-1.0,1.0,0.0
B09BQWMZ45,durability,1,0,1,-1.0,1.0,0.0
B09BQWMZ45,handle_comfort,2,0,2,-1.0,1.0,0.0
B09BQWMZ45,overall_quality,1,0,1,-1.0,1.0,0.0
B09BQWMZ45,rust_resistance,1,1,0,1.0,0.0,1.0
B09BQWMZ45,sharpness,4,2,2,0.0,0.5,0.5
B09BQWMZ45,value_for_money,1,0,1,-1.0,1.0,0.0
B09DK23PM1,appearance_finish,1,1,0,1.0,0.0,1.0
B09DK23PM1,balance_weight,1,0,1,-1.0,1.0,0.0
B09DK23PM1,durability,1,0,1,-1.0,1.0,0.0
B09DK23PM1,handle_comfort,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B09DK23PM1,overall_quality,2,1,1,0.0,0.5,0.5
B09DK23PM1,rust_resistance,1,0,1,-1.0,1.0,0.0
B09DK23PM1,sharpness,4,3,1,0.5,0.25,0.75
B09DK23PM1,value_for_money,1,0,1,-1.0,1.0,0.0
B09GBBMTNS,appearance_finish,2,1,1,0.0,0.5,0.5
B09GBBMTNS,handle_comfort,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B09GBBMTNS,overall_quality,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B09GBBMTNS,rust_resistance,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B09GBBMTNS,sharpness,1,0,1,-1.0,1.0,0.0
B09GBBMTNS,value_for_money,2,1,1,0.0,0.5,0.5
B09GG9G6XS,durability,1,1,0,1.0,0.0,1.0
B09GG9G6XS,sharpness,5,5,0,1.0,0.0,1.0
B09GG9G6XS,value_for_money,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B09KT6YX71,appearance_finish,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B09KT6YX71,balance_weight,1,1,0,1.0,0.0,1.0
B09KT6YX71,handle_comfort,2,1,1,0.0,0.5,0.5
B09KT6YX71,overall_quality,1,1,0,1.0,0.0,1.0
B09KT6YX71,sharpness,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B09KT6YX71,value_for_money,2,2,0,1.0,0.0,1.0
B09MLGKDZ7,appearance_finish,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B09MLGKDZ7,balance_weight,2,1,1,0.0,0.5,0.5
B09MLGKDZ7,handle_comfort,4,2,2,0.0,0.5,0.5
B09MLGKDZ7,overall_quality,1,1,0,1.0,0.0,1.0
B09MLGKDZ7,sharpness,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B09NW1J2NW,balance_weight,1,1,0,1.0,0.0,1.0
B09NW1J2NW,handle_comfort,1,1,0,1.0,0.0,1.0
B09NW1J2NW,overall_quality,2,2,0,1.0,0.0,1.0
B09NW1J2NW,sharpness,6,6,0,1.0,0.0,1.0
B09NW1J2NW,value_for_money,2,1,1,0.0,0.5,0.5
B09WW6VGHX,balance_weight,2,1,1,0.0,0.5,0.5
B09WW6VGHX,durability,3,3,0,1.0,0.0,1.0
B09WW6VGHX,handle_comfort,4,3,1,0.5,0.25,0.75
B09WW6VGHX,overall_quality,4,4,0,1.0,0.0,1.0
B09WW6VGHX,sharpness,7,6,1,0.7142857142857143,0.14285714285714285,0.8571428571428571
B09WW6VGHX,value_for_money,8,7,1,0.75,0.125,0.875
B09Y91CSXD,handle_comfort,1,1,0,1.0,0.0,1.0
B09Y91CSXD,overall_quality,1,1,0,1.0,0.0,1.0
B09Y91CSXD,sharpness,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B09Y91CSXD,value_for_money,1,1,0,1.0,0.0,1.0
B0B5DPM2XX,appearance_finish,3,3,0,1.0,0.0,1.0
B0B5DPM2XX,balance_weight,2,2,0,1.0,0.0,1.0
B0B5DPM2XX,handle_comfort,2,2,0,1.0,0.0,1.0
B0B5DPM2XX,overall_quality,3,3,0,1.0,0.0,1.0
B0B5DPM2XX,rust_resistance,1,0,1,-1.0,1.0,0.0
B0B5DPM2XX,sharpness,6,6,0,1.0,0.0,1.0
B0B5DPM2XX,value_for_money,2,2,0,1.0,0.0,1.0
B0B8NCBW6M,appearance_finish,3,3,0,1.0,0.0,1.0
B0B8NCBW6M,balance_weight,3,3,0,1.0,0.0,1.0
B0B8NCBW6M,durability,1,1,0,1.0,0.0,1.0
B0B8NCBW6M,handle_comfort,5,5,0,1.0,0.0,1.0
B0B8NCBW6M,overall_quality,4,4,0,1.0,0.0,1.0
B0B8NCBW6M,sharpness,7,6,1,0.7142857142857143,0.14285714285714285,0.8571428571428571
B0B8NCBW6M,value_for_money,2,2,0,1.0,0.0,1.0
B0B974GRLY,appearance_finish,4,4,0,1.0,0.0,1.0
B0B974GRLY,balance_weight,2,2,0,1.0,0.0,1.0
B0B974GRLY,durability,2,0,2,-1.0,1.0,0.0
B0B974GRLY,handle_comfort,1,0,1,-1.0,1.0,0.0
B0B974GRLY,overall_quality,1,1,0,1.0,0.0,1.0
B0B974GRLY,sharpness,8,6,2,0.5,0.25,0.75
B0B974GRLY,value_for_money,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0BFR8TJVX,appearance_finish,1,1,0,1.0,0.0,1.0
B0BFR8TJVX,handle_comfort,1,1,0,1.0,0.0,1.0
B0BFR8TJVX,overall_quality,1,1,0,1.0,0.0,1.0
B0BFR8TJVX,sharpness,3,3,0,1.0,0.0,1.0
B0BG8SPHTD,handle_comfort,2,1,1,0.0,0.5,0.5
B0BG8SPHTD,overall_quality,1,1,0,1.0,0.0,1.0
B0BG8SPHTD,rust_resistance,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B0BG8SPHTD,sharpness,5,4,1,0.6,0.2,0.8
B0BG8SPHTD,value_for_money,2,2,0,1.0,0.0,1.0
B0BW4Y6B95,appearance_finish,1,0,1,-1.0,1.0,0.0
B0BW4Y6B95,balance_weight,1,1,0,1.0,0.0,1.0
B0BW4Y6B95,durability,1,0,1,-1.0,1.0,0.0
B0BW4Y6B95,overall_quality,2,1,1,0.0,0.5,0.5
B0BW4Y6B95,rust_resistance,1,0,1,-1.0,1.0,0.0
B0BW4Y6B95,sharpness,5,3,2,0.2,0.4,0.6
B0BW4Y6B95,value_for_money,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B0BWYH3D6G,appearance_finish,13,4,8,-0.3076923076923077,0.6153846153846154,0.3076923076923077
B0BWYH3D6G,balance_weight,2,1,1,0.0,0.5,0.5
B0BWYH3D6G,durability,8,1,7,-0.75,0.875,0.125
B0BWYH3D6G,handle_comfort,11,0,11,-1.0,1.0,0.0
B0BWYH3D6G,overall_quality,8,3,5,-0.25,0.625,0.375
B0BWYH3D6G,rust_resistance,18,2,15,-0.7222222222222222,0.8333333333333334,0.1111111111111111
B0BWYH3D6G,sharpness,30,13,14,-0.03333333333333333,0.4666666666666667,0.43333333333333335
B0BWYH3D6G,value_for_money,15,6,8,-0.13333333333333333,0.5333333333333333,0.4
B0C1BQTQKL,appearance_finish,1,1,0,1.0,0.0,1.0
B0C1BQTQKL,balance_weight,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0C1BQTQKL,handle_comfort,4,4,0,1.0,0.0,1.0
B0C1BQTQKL,overall_quality,2,2,0,1.0,0.0,1.0
B0C1BQTQKL,sharpness,6,6,0,1.0,0.0,1.0
B0C1BQTQKL,value_for_money,2,2,0,1.0,0.0,1.0
B0C1YBPJ43,appearance_finish,1,1,0,1.0,0.0,1.0
