transaction_id,items
B0FCXWCXY4,has_aplus=1|is_fba=1|knife_type=chef|knife_type=nakiri|knife_type=paring|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating>=4.5|sales<100
B09797QVT9,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=utility|price_tier=0|rating>=4.5
B07W85ND8W,has_aplus=1|is_fba=1|knife_type=paring|knife_type=utility|material=german_steel|material=high_carbon|price_tier=0|rating>=4.5|sales=100-999
B0C2Z6L1XB,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|material=stainless|price_tier=0|rating>=4.5|sales=100-999
B0CG8WC1BV,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=carbon_steel|material=high_carbon|material=stainless|price_tier=2|rating>=4.5|sales<100
B07P46QB4K,has_aplus=1|knife_type=carving|material=german_steel|material=stainless|price_tier=0|rating>=4.5
B0C77KYXKK,has_aplus=1|is_fba=1|knife_type=chef|knife_type=utility|material=high_carbon|material=stainless|price_tier=0|rating>=4.5|sales<100
B0979798RL,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=santoku|knife_type=utility|price_tier=0|rating>=4.5
B0CTK42ZNP,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=set|knife_type=utility|material=damascus|material=vg10|price_tier=1|rating>=4.5
B07TWRGXMG,has_aplus=1|knife_type=chef|knife_type=set|material=carbon_steel|material=high_carbon|price_tier=2|rating>=4.5
B0DM9K3ZQQ,has_aplus=1|is_fba=1|knife_type=chef|knife_type=nakiri|knife_type=paring|knife_type=set|material=damascus|material=high_carbon|material=stainless|price_tier=2|rating>=4.5
B09N7CPC5B,has_aplus=1|is_fba=1|knife_type=carving|knife_type=cleaver|knife_type=utility|material=damascus|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B0CFSTGQ34,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating=4.0-4.5
B0F53T1C9V,has_aplus=1|is_fba=1|knife_type=chef|knife_type=cleaver|knife_type=nakiri|material=carbon_steel|material=high_carbon|material=stainless|price_tier=0|rating>=4.5|sales<100
B099S2DB85,has_aplus=1|knife_type=carving|knife_type=chef|knife_type=cleaver|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B0C37GLKHZ,has_aplus=1|is_fba=1|knife_type=chef|knife_type=santoku|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B0FWQV72CL,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|material=high_carbon|material=stainless|price_tier=1|rating<4.0
B0DLZDWWCM,has_aplus=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=carbon_steel|material=damascus|material=german_steel|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B00GIBKCGC,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales<100
B0DGB59ZT9,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=set|knife_type=utility|material=stainless|price_tier=0|rating>=4.5
B0FL9DZ9HV,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=1|rating=4.0-4.5
B09BQV3XNF,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B0CG2BFKDM,has_aplus=1|is_fba=1|knife_type=santoku|knife_type=set|material=stainless|price_tier=0|rating>=4.5|sales<100
B09NN1FHJG,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=damascus|material=vg10|price_tier=2|rating>=4.5
B0C6X91FCZ,has_aplus=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=3|rating>=4.5|sales=100-999
B0CMZ7N6Z8,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales<100
B09N7FCX8W,has_aplus=1|is_fba=1|knife_type=boning|knife_type=carving|knife_type=cleaver|knife_type=fillet|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B0C8HXRQN7,has_aplus=1|is_fba=1|knife_type=chef|material=carbon_steel|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B09793FKG8,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|material=stainless|price_tier=1|rating>=4.5
B0CFXWNSP8,has_aplus=1|is_fba=1|knife_type=chef|knife_type=santoku|knife_type=set|knife_type=utility|material=carbon_steel|material=damascus|material=vg10|price_tier=2|rating>=4.5
B0CWH4MF7W,has_aplus=1|knife_type=chef|knife_type=nakiri|material=carbon_steel|material=high_carbon|material=stainless|painpoint=handle_comfort_positive|painpoint=sharpness_positive|painpoint=value_for_money_positive|price_tier=1|rating>=4.5|sales>=1000
B09N7F6C3V,has_aplus=1|is_fba=1|knife_type=carving|knife_type=cleaver|knife_type=nakiri|material=damascus|material=high_carbon|material=stainless|price_tier=1|rating=4.0-4.5
B0BMFTPFSY,has_aplus=1|is_fba=1|knife_type=carving|knife_type=chef|knife_type=cleaver|knife_type=santoku|material=damascus|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B0CZ747XJJ,has_aplus=1|is_fba=1|knife_type=block|knife_type=boning|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=carbon_steel|material=high_carbon|material=stainless|painpoint=sharpness_positive|price_tier=2|rating>=4.5
B0FSZKDY88,has_aplus=1|is_fba=1|knife_type=bread|knife_type=utility|material=carbon_steel|material=stainless|price_tier=0|rating<4.0
B0DF2W38BD,has_aplus=1|is_fba=1|knife_type=chef|knife_type=set|material=damascus|material=vg10|price_tier=1|rating>=4.5
B09V4X692D,has_aplus=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating=4.0-4.5
B0DM9ML5D3,has_aplus=1|is_fba=1|knife_type=carving|knife_type=chef|knife_type=nakiri|knife_type=paring|knife_type=set|material=damascus|material=high_carbon|material=stainless|price_tier=1|rating<4.0
B0CDGYRRPY,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating>=4.5
B0FFMGKQFB,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=nakiri|knife_type=paring|knife_type=santoku|knife_type=set|material=carbon_steel|material=high_carbon|material=stainless|price_tier=3|rating=4.0-4.5|sales<100
B08V399L1Z,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=set|knife_type=utility|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B0C6XGY493,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B0B1DK264D,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=set|knife_type=utility|material=carbon_steel|material=damascus|price_tier=3|rating>=4.5
B09797YFYY,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|material=damascus|material=stainless|price_tier=0|rating>=4.5
B0DSJ1CNQ2,has_aplus=1|is_fba=1|knife_type=carving|material=german_steel|material=high_carbon|material=stainless|price_tier=0|rating>=4.5
B09FXJ6GMH,has_aplus=1|is_fba=1|knife_type=boning|knife_type=carving|material=damascus|material=german_steel|material=stainless|price_tier=0|rating<4.0
B0DD56SV3N,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating>=4.5|sales=100-999
B01GL5G6O6,has_aplus=1|knife_type=paring|material=high_carbon|material=stainless|price_tier=0|rating>=4.5|sales<100
B01M4HMVAA,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=german_steel|material=stainless|price_tier=2|rating>=4.5
B0DM82G931,has_aplus=1|is_fba=1|knife_type=boning|knife_type=chef|knife_type=fillet|material=german_steel|material=high_carbon|material=stainless|price_tier=1|rating<4.0
B00LI03Q7K,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating>=4.5
B0D86YBQXZ,has_aplus=1|knife_type=block|knife_type=chef|price_tier=1|rating<4.0
B0DFYRDYD8,has_aplus=1|is_fba=1|knife_type=chef|knife_type=set|material=high_carbon|material=stainless|price_tier=0|rating>=4.5|sales=100-999
B0DNW1X8Z4,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating=4.0-4.5|sales=100-999
B09Y5NZ1WC,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=carbon_steel|material=damascus|price_tier=3|rating>=4.5
B07ZY4S51Z,has_aplus=1|is_fba=1|knife_type=block|price_tier=1|rating>=4.5|sales>=1000
B0DSK8P872,has_aplus=1|is_fba=1|knife_type=chef|knife_type=santoku|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales<100
B0B62LSJMN,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B0CBS9FTDX,has_aplus=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|material=damascus|price_tier=2|rating>=4.5|sales=100-999
B0DM8363RQ,has_aplus=1|knife_type=chef|knife_type=nakiri|material=carbon_steel|material=damascus|material=stainless|material=vg10|price_tier=2|rating<4.0
B09FL98DFP,has_aplus=1|is_fba=1|knife_type=boning|knife_type=carving|material=damascus|material=stainless|price_tier=0|rating>=4.5
B0DSK7JYLW,has_aplus=1|is_fba=1|knife_type=chef|material=carbon_steel|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B0CYXGDTVJ,has_aplus=1|knife_type=chef|price_tier=1|rating>=4.5
B0DKFYLVNL,has_aplus=1|knife_type=chef|knife_type=cleaver|knife_type=set|material=damascus|material=vg10|price_tier=3|rating<4.0
B07S2TDMBK,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=stainless|price_tier=1|rating>=4.5|sales<100
B0DM82BWSR,has_aplus=1|is_fba=1|knife_type=boning|knife_type=carving|knife_type=fillet|knife_type=set|material=german_steel|price_tier=1|rating<4.0
B09N7G38FP,has_aplus=1|is_fba=1|knife_type=carving|knife_type=cleaver|knife_type=paring|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B0FBRQRPLX,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating<4.0
B09S9YQS7W,has_aplus=1|is_fba=1|knife_type=boning|knife_type=utility|material=damascus|material=stainless|price_tier=0|rating>=4.5
B09D3DZCQB,has_aplus=1|is_fba=1|knife_type=carving|knife_type=set|material=german_steel|price_tier=1|rating>=4.5
B07QHHXMFR,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=stainless|price_tier=1|rating>=4.5
B0B8MLGQFQ,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating>=4.5|sales<100
B0C37CN71P,has_aplus=1|is_fba=1|knife_type=bread|knife_type=paring|material=stainless|price_tier=0|rating>=4.5
B096XCY3S9,has_aplus=1|is_fba=1|knife_type=set|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B0FBWK81R9,has_aplus=1|is_fba=1|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=cleaver|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=damascus|material=stainless|price_tier=2|rating>=4.5
B0BMNQMH9J,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=stainless|price_tier=1|rating=4.0-4.5|sales=100-999
B0DM81MGR9,has_aplus=1|is_fba=1|knife_type=bread|knife_type=carving|knife_type=chef|material=carbon_steel|price_tier=0|rating<4.0
B0FG7HCKJG,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=stainless|price_tier=2|rating>=4.5|sales<100
B0D9H46D1S,has_aplus=1|is_fba=1|knife_type=boning|knife_type=chef|knife_type=cleaver|knife_type=set|material=carbon_steel|material=stainless|price_tier=2|rating>=4.5
B0CJV6S9PW,has_aplus=1|is_fba=1|knife_type=chef|material=carbon_steel|material=high_carbon|price_tier=1|rating>=4.5|sales<100
B01KQKGDAY,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=german_steel|material=stainless|price_tier=2|rating>=4.5|sales<100
B076QGYHDK,has_aplus=1|is_fba=1|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=set|knife_type=utility|material=stainless|price_tier=0|rating>=4.5|sales<100
B08ZQPYCBM,has_aplus=1|is_fba=1|knife_type=chef|material=stainless|price_tier=0|rating>=4.5|sales<100
B0FK1X9R79,has_aplus=1|is_fba=1|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=damascus|material=vg10|price_tier=2|rating>=4.5
B0DM856S88,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|material=carbon_steel|material=damascus|material=vg10|price_tier=2|rating<4.0
B0CHQVGGZM,has_aplus=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=high_carbon|material=stainless|price_tier=2|rating=4.0-4.5
B09Q2Q2HQ3,has_aplus=1|is_fba=1|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=set|knife_type=steak|material=high_carbon|material=stainless|price_tier=2|rating>=4.5
B0CLQXN88Q,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=stainless|price_tier=1|rating>=4.5|sales<100
B00GIBJZWO,has_aplus=1|knife_type=block|knife_type=chef|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=1|rating>=4.5
B0DBJSS5LD,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=stainless|price_tier=1|rating>=4.5
B00LSV613K,has_aplus=1|is_fba=1|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=stainless|price_tier=1|rating>=4.5
B0DGQKV614,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=set|knife_type=steak|knife_type=utility|material=carbon_steel|material=german_steel|material=high_carbon|material=stainless|price_tier=3|rating>=4.5
B0C37G8DCK,has_aplus=1|is_fba=1|knife_type=bread|knife_type=utility|material=stainless|price_tier=0|rating>=4.5
B0DM82NK7J,has_aplus=1|is_fba=1|knife_type=boning|knife_type=carving|knife_type=fillet|material=german_steel|price_tier=0|rating<4.0
B0DM7ZZ952,has_aplus=1|is_fba=1|knife_type=carving|knife_type=cleaver|price_tier=1|rating<4.0
B09Q2Q7KF5,has_aplus=1|is_fba=1|knife_type=set|knife_type=steak|material=damascus|material=high_carbon|material=stainless|price_tier=2|rating>=4.5
B0FMQZS2RL,has_aplus=1|is_fba=1|knife_type=chef|material=aus10|material=damascus|price_tier=1|rating>=4.5|sales=100-999
B06WVBM57D,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=stainless|price_tier=1|rating>=4.5
B0DZ2BRPLL,has_aplus=1|knife_type=boning|knife_type=chef|knife_type=cleaver|knife_type=set|material=carbon_steel|material=high_carbon|price_tier=1|rating>=4.5|sales=100-999
B0F4N7HL8V,has_aplus=1|is_fba=1|knife_type=chef|knife_type=nakiri|knife_type=set|knife_type=utility|material=carbon_steel|material=high_carbon|price_tier=2|rating>=4.5
B0DCV9V2PV,has_aplus=1|knife_type=chef|knife_type=cleaver|material=carbon_steel|material=high_carbon|material=stainless|price_tier=2|rating>=4.5|sales>=1000
B0FQHT7Y9V,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|material=high_carbon|material=stainless|price_tier=1|rating<4.0
B0CD1ZL3J6,has_aplus=1|is_fba=1|knife_type=chef|knife_type=santoku|knife_type=set|knife_type=utility|material=damascus|material=vg10|price_tier=2|rating>=4.5|sales<100
B07K46875F,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=utility|material=damascus|material=high_carbon|material=stainless|painpoint=sharpness_positive|price_tier=0|rating>=4.5|sales=100-999
B0B1T6M6ZV,has_aplus=1|is_fba=1|knife_type=chef|material=stainless|price_tier=1|rating>=4.5|sales=100-999
B0BJ6RKT38,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=utility|material=stainless|material=x50crmov15|price_tier=0|rating>=4.5|sales=100-999
B0DGQLD5Q1,has_aplus=1|is_fba=1|knife_type=set|knife_type=steak|material=high_carbon|material=stainless|price_tier=1|rating>=4.5|sales<100
B0DRGFJWCZ,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=utility|material=stainless|price_tier=0|rating>=4.5
B09HCX44GK,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=stainless|price_tier=1|rating>=4.5
B0DSK8342X,has_aplus=1|is_fba=1|knife_type=chef|knife_type=paring|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B09WGR7W5W,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=cleaver|knife_type=paring|knife_type=santoku|knife_type=set|material=stainless|price_tier=1|rating>=4.5
B079WWFZY6,has_aplus=1|knife_type=chef|price_tier=0|rating>=4.5|sales>=1000
B09K7J96QV,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=carbon_steel|material=damascus|material=high_carbon|material=stainless|material=vg10|price_tier=2|rating>=4.5
B06WP5B4VR,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=stainless|price_tier=0|rating>=4.5
B0DLMM4FKQ,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=cleaver|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=damascus|material=high_carbon|material=stainless|material=vg10|price_tier=2|rating>=4.5
B0FNMXZVMH,has_aplus=1|knife_type=block|knife_type=chef|knife_type=set|material=damascus|price_tier=2|rating>=4.5
B0D9QR9MZ4,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=1|rating<4.0
B09S5SMGBJ,has_aplus=1|knife_type=block|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=santoku|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|material=x50crmov15|price_tier=1|rating>=4.5|sales<100
B09NLLR8HV,has_aplus=1|is_fba=1|knife_type=chef|knife_type=cleaver|knife_type=nakiri|material=damascus|material=high_carbon|material=stainless|price_tier=0|rating=4.0-4.5
B07XB21HD7,has_aplus=1|knife_type=carving|knife_type=chef|knife_type=set|material=german_steel|price_tier=1|rating>=4.5
B0FXWXC6KM,has_aplus=1|is_fba=1|knife_type=carving|knife_type=chef|knife_type=paring|knife_type=set|knife_type=utility|material=carbon_steel|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B0CXJ94WM3,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=carbon_steel|material=high_carbon|price_tier=3|rating>=4.5
B0CLVMXH3Y,has_aplus=1|is_fba=1|knife_type=chef|material=stainless|price_tier=0|rating=4.0-4.5|sales>=1000
B0GJ3K1LH7,has_aplus=1|knife_type=bread|knife_type=chef|knife_type=cleaver|knife_type=nakiri|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=damascus|material=high_carbon|material=stainless|price_tier=2|rating<4.0
B07STD2G1C,has_aplus=1|is_fba=1|knife_type=block|knife_type=chef|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=steak|knife_type=utility|material=stainless|price_tier=2|rating>=4.5|sales<100
B08VJLYQ5D,has_aplus=1|is_fba=1|knife_type=block|knife_type=bread|knife_type=chef|knife_type=paring|knife_type=set|knife_type=utility|material=stainless|price_tier=1|rating=4.0-4.5|sales<100
B0FCY5NC6N,has_aplus=1|is_fba=1|knife_type=chef|material=carbon_steel|material=high_carbon|material=stainless|price_tier=1|rating>=4.5
B09YK8J9G6,has_aplus=1|is_fba=1|knife_type=bread|knife_type=set|knife_type=steak|material=high_carbon|material=stainless|price_tier=1|rating<4.0
B0C37F8XRD,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=santoku|material=high_carbon|material=stainless|price_tier=0|rating<4.0
B097992WN4,has_aplus=1|is_fba=1|knife_type=cleaver|knife_type=nakiri|knife_type=paring|material=damascus|material=stainless|price_tier=0|rating=4.0-4.5
B01MT566O0,has_aplus=1|is_fba=1|knife_type=chef|material=damascus|material=high_carbon|material=stainless|material=vg10|price_tier=2|rating>=4.5
B0CYP352KZ,has_aplus=1|is_fba=1|knife_type=boning|knife_type=bread|knife_type=chef|knife_type=nakiri|knife_type=paring|knife_type=set|knife_type=utility|material=carbon_steel|material=high_carbon|price_tier=1|rating=4.0-4.5
B0BYNVPZ23,has_aplus=1|is_fba=1|knife_type=bread|knife_type=chef|knife_type=cleaver|knife_type=paring|knife_type=santoku|knife_type=set|knife_type=utility|material=high_carbon|material=stainless|price_tier=1|rating<4.0
B0DSJ3GLNQ,has_aplus=1|knife_type=carving|material=high_carbon|material=stainless|price_tier=1|rating=4.0-4.5
B0DCZ2SP6K,has_aplus=1|knife_type=bread|knife_type=chef|price_tier=1|rating=4.0-4.5
B0FWQZBC8N,has_aplus=1|knife_type=boning|material=damascus|material=stainless|price_tier=1|rating<4.0
B07KC84X95,has_aplus=1|is_fba=1|knife_type=paring|material=damascus|material=high_carbon|material=stainless|price_tier=0|rating>=4.5|sales=100-999
