asin,title,brand,brand_norm,seller,seller_norm,price,price_num,original_price,original_price_num,list_price,unit_price,discount_amount,discount_rate,product_rating,product_rating_count,has_product_rating,bsr_rank,bsr_category,bsr_category_norm,best_subcat_rank,best_subcat_name,subcat_count,bullet_count,bullet_points_text,image_count,main_image,is_fba,has_aplus,first_available_dt,availability,in_stock_flag,stock_left,bought_count,bought_count_number,bought_count_number_clean,has_bought_count_raw,has_description,description_clean,created_at_dt,updated_at_dt,is_set,set_pieces,material,is_damascus,is_high_carbon,is_german_steel,is_japanese_steel,is_ceramic,knife_type,is_chef_knife,is_santoku,is_steak_knife,is_cleaver,is_paring,blade_size_inch,has_block,has_sheath,is_gift,is_professional,has_sharpener,brand_tier,brand_tier_encoded,log_price,log_reviews,log_sales,log_bsr,price_per_piece,log_price_per_piece,weighted_rating,days_on_market,log_days_on_market,bert_sentiment_mean,bert_sentiment_std,bert_confidence_mean,bert_confidence_std,bert_review_count,positive_ratio,neutral_ratio,negative_ratio,aspect_appearance_sentiment,aspect_balance_sentiment,aspect_durability_sentiment,aspect_handle_sentiment,aspect_quality_sentiment,aspect_rust_sentiment,aspect_sharpness_sentiment,aspect_value_sentiment,aspect_appearance_mentions,aspect_balance_mentions,aspect_durability_mentions,aspect_handle_mentions,aspect_quality_mentions,aspect_rust_mentions,aspect_sharpness_mentions,aspect_value_mentions,aspect_sentiment_mean,aspect_sentiment_std,aspect_count,nlp_review_count,nlp_rating_mean,nlp_rating_std,verified_purchase_rate,avg_helpful_votes,avg_review_length
B0DSP9ZJVG,"14 PCS Knife Set with Wood Block - Stainless Steel Kitchen Knife Block Set with Built in Sharpener, Dishwasher Safe, Rust Resistant, Non-Slip Ergonomic Handle - Gift for Men Women and Housewarming",DRAGON RIOT,dragon riot,DRAGON RIOT-US,dragon riot-us,$109.99,109.99,,,,,,0.2500468847678228,4.3,104,1,213406.0,Kitchen & Dining,kitchen & dining,,,0,5,"14PCS Knife Block Set -- The Set includes 8"" Chef Knife, 8"" Bread Knife, 8"" Slicing Knife, 7"" Santoku Knife, 5"" Utility Knife, 3.5"" Paring Knife, 4.5"" Steak Knives Set of 6, Kitchen Scissor and Solid Wood Block with build in Knife Sharpener. Ultra Sharp Blades for Effortless Cutting -- Crafted from high quality full stainless steel, this 14 piece knife block set features exceptionally sharp blades. Each blade is precisely honed to a fine edge (12-14°V-shaped), allowing for smooth and precise cutting of various foods. The advanced steel blend ensures long lasting sharpness, making your cooking process more efficient and enjoyable. Full Metal Design, Dishwasher Safe -- The full metal design of this knife set makes it dishwasher safe, perfect for those who prefer convenience. The ergonomically designed handle is not only visually appealing but also provides a non-slip grip. The stainless steel knife is well-balanced and lightweight, ensuring comfort even during extended use without causing fatigue. Solid Knife Block -- Our knife set features a wood block made from natural wood, free from any coatings for a healthy and safe storage solution. The block is designed with a sleek, angled structure that makes it easy to access each knife. Its non-slip base ensures stability and prevents tipping, even during frequent use. Built-In Knife Sharpener -- The block features an integrated sharpener, ensuring your blades stay razor-sharp with minimal effort, allowing you to maintain perfect cuts every time. Simply place your knives back in the block, and the sharpener automatically restores their edge, making this set ideal for those who want convenience and optimal performance without needing additional sharpening tools.",10,https://m.media-amazon.com/images/G/01/HomeCustomProduct/imageBlock-360-thumbnail-icon-small._CB612115888_FMpng_RI_.png,1,1,,In Stock,1,,,0,,0,0,,2026-01-14 12:26:23,2026-01-14 20:26:23.544628,1,14,stainless,0,0,0,0,0,general,0,0,0,0,0,7.0,1,False,1,0,True,other,0,4.709440107163888,4.653960350157523,0.0,12.270956419561106,7.856428571428571,2.181143587576492,4.275794259897477,,0.0,0.6,,,,,0.8,,0.2,0.40588235294117647,0.3333333333333333,0.0,0.396011396011396,0.597165991902834,0.0,0.582258064516129,0.4545454545454546,,,,,,,,,0.3877414584856731,,,,,,0.9,0.1,
B00004RFN0,"HENCKELS Classic Razor-Sharp 7-Piece Knife Set, Chef Knife, Bread Knife, German Engineered Informed by 100+ Years of Mastery",HENCKELS,henckels,DaSalla's,dasalla's,$209.95,209.95,,,,,,0.2500468847678228,4.4,739,1,121072.0,Kitchen & Dining,kitchen & dining,,,0,8,"ULTRA-SHARP BLADES: Superior professional-level sharpness that ensures precision cutting. STAYS SHARP LONGER: Professional, satin-finished blade boasts precision cutting and is finely honed for long-lasting sharpness. EFFORTLESS CUTTING: Enjoy easy meal prep with minimal effort with this lightweight, easy-to-use knife. SET INCLUDES: 4-inch paring/utility, 5-inch serrated utility, 7-inch hollow edge santoku, 8-inch chef’s knife, 9-inch sharpening steel, kitchen shears, and hardwood block. QUICK CLEAN UP: No-fuss cleanup, in the dishwasher or by hand. Stain and rust-free blades. WORTH THE SPLURGE: HENCKELS knives start out razor-sharp and stay sharper longer, even with minimal care. DURABLE BLADE: Fully forged construction offers durability and a seamless transition from blade to handle . THE LAST KNIFE YOU’LL EVER NEED TO BUY: German Engineered Knife Informed by over 100 Years of Mastery. HENCKELS knives are built to last.",10,https://m.media-amazon.com/images/G/01/HomeCustomProduct/imageBlock-360-thumbnail-icon-small._CB612115888_FMpng_RI_.png,1,1,,In Stock,1,,,0,,0,1,"PRODUCT DESCRIPTION Prep work is easy with the Henckels International CLASSIC 7-pc Knife Block Set. Experience confidence with each cut thanks to the fine-edge precision blades that are honed for long-lasting sharpness. The 8"" Chef's Knife, a kitchen workhorse, is ideal for chopping herbs and dicing onions while the 5"" Serrated Utility Knife cleanly slices through tomatoes. Perfectly peel apples with the small 4"" Paring Knife. High-quality German stainless steel strengthens these durable Spanish-made knives. With a seamless transition from blade to handle, the knives' fully forged construction provides balance as the traditional triple-rivet handles encourage tireless cutting. The handsome hardwood block handily keeps this useful knife collection within reach on your countertop. Henckels International makes essential kitchen tools every home chef needs. From steak knives to spatulas, every product boasts high quality at an exceptional value. Created in 1895 by Zwilling J.A. Henckels, this value-driven brand guarantees the same durability, design and ease of use for which the global company is known. Equip your kitchen with expertise with Henckels International. AMAZON.COM Henckels is acknowledged as one of the world's finest cutlery manufacturers of high-end knives. Henckels developed its International line, featuring knives that still perform admirably in the kitchen, for a more moderate price. This seven-piece Classic set is manufactured using high-carbon stainless steel, a premium material, but one that's of slightly lesser quality than the company's other cutlery lines. The knives are well balanced in the hand, with narrow yet still heavy handles for thorough slicing. The set includes a 4-inch paring knife, a 5-inch serrated utility knife, a 7-inch hollow-edge santoku, and an 8-inch chef's knife. A 9-inch sharpening steel keeps their edges in order, and a pair of kitchen shears to snip herbs, flowers, or string is also included. Everything stores neatly in an at",2026-01-14 12:26:23,2026-01-14 20:26:23.544594,1,7,stainless,0,0,0,0,0,chef,1,0,0,0,0,7.0,0,False,0,0,False,premium,3,5.351621138570348,6.606650186198215,0.0,11.70414894844823,29.99285714285714,3.4337567631890464,4.390097262413613,,0.0,0.6,,,,,0.8,,0.2,0.40588235294117647,0.3333333333333333,0.0,0.396011396011396,0.597165991902834,0.0,0.582258064516129,0.4545454545454546,,,,,,,,,0.3877414584856731,,,,,,0.9,0.1,
B0F38JCVQ6,"KUISINE Upgraded Knife Set High Carbon Stainless Steel Sharper Blade Ergonomic Handle,Knife Block Set with Built- in Sharpener(Ivory Pro Acacia,15PCS)",KUISINE,kuisine,Kuisine Direct US,kuisine direct us,$68.99,68.99,,,,,,0.2500468847678228,4.9,33,1,72230.0,Tools & Home Improvement,tools & home improvement,,,0,5,"High Value Knife Block Set:Kuisine knife set includes professional 8"" chef knife, 8""Slicing Knife, 7"" santoku knife, 8"" serrated bread knife, 5""utility knife, 3.5""paring knife, 6pcs 5""steak knife set,1pair kitchen shear and a wooden block with built-in sharpener. Keep Sharper Stay Longer: Kuisine knife set is forged by advanced processes,which make the blade keep sharper and stay longer giving you a splendid cooking experience. Exquisite Rivets Handle: This sharp knife set is patented with the ergonomic and comfortable triple rivets handle, which is made of high quality materials and give you a solid hold feeling. Best Gifts for Holidays:KUISINE knife set looks beautiful made by advanced processes, best gifts for Valentine's Day, Thanksgiving, Christmas Day, Halloween, Mother Day, Father Day, Birthday and Wedding etc. Warranty Service: KUISINE knife block sets pass more stricter inspection,please feel free to contact us if you have any question.",8,https://m.media-amazon.com/images/G/01/HomeCustomProduct/imageBlock-360-thumbnail-icon-small._CB612115888_FMpng_RI_.png,1,1,,In Stock,1,,,0,,0,0,,2026-01-14 12:26:23,2026-01-14 20:26:23.544560,1,15,high_carbon,0,1,0,0,0,general,0,0,0,0,0,7.0,1,False,0,1,True,other,0,4.248352374701448,3.5263605246161616,0.0,11.187624595611938,4.599333333333333,1.7226475430353256,4.516879492600423,,0.0,0.6,,,,,0.8,,0.2,0.40588235294117647,0.3333333333333333,0.0,0.396011396011396,0.597165991902834,0.0,0.582258064516129,0.4545454545454546,,,,,,,,,0.3877414584856731,,,,,,0.9,0.1,
B0F9PSPTSC,"Kitchen Knife Set, 14Pcs Knife Block Set with Block and Sharpener,Stainless Steel Sharp Blade Knives, Non-stick Coating Cooking Knife Set with Ergonomic Handle, Chef's Knife for Housewarming (White)",RETROSOHOO,retrosohoo,Retrosohoo,retrosohoo,$36.99,36.99,,,,,,0.2500468847678228,0.0,0,0,804785.0,Kitchen & Dining,kitchen & dining,,,0,5,"【Complete 14-Piece Pink Knife】This stylish kitchen knife set has all the essentials - chef's knife, bread knife, slicer, utility knife, paring knife, 6 steak knives, shears and sharpener - all neatly stored in a chic pink wood block. Perfect for every kitchen task while adding stylish flair to your countertop! 【Super Sharp Non-Stick Blades】The stainless steel knife set features high-carbon German steel with a special non-stick coating. These sharp blades can effortlessly handle food and stay sharper longer, making prep work a breeze. 【Comfortable Handle】Designed for comfort, the ergonomic high-impact plastic handles provide perfect balance. The smart weight distribution reduces wrist strain, so you can chop longer without fatigue. It's like these knives are like tailor-made for your hands! 【Wooden Block & Sharpener】The knife set comes with a pink wooden knife holder, which is beautiful and elegant, adding a touch of brightness to daily cooking. All knives are safely stored in wooden knife holders, including kitchen scissors and sharpeners, to keep the kitchen countertop clean. We recommend washing hands and drying them immediately to maintain the performance of kitchen knives. 【Thoughtful Gift for Every Occasion】With its elegant pink finish and premium performance, this block knife sets makes perfect gifts for housewarming, weddings, Mother's Day or Christmas. Ideal for home cooks, newlyweds, or anyone who appreciates quality kitchen knives sets. A practical yet beautiful addition to any kitchen!",10,https://m.media-amazon.com/images/G/01/HomeCustomProduct/imageBlock-360-thumbnail-icon-small._CB612115888_FMpng_RI_.png,1,1,,Only 8 left in stock - order soon.,1,8.0,,0,,0,1,"Good Choice--Complete 14pc Pink Knife Set with Block - Everything you need in one stylish set! Features razor-sharp German steel blades with non-stick coating,comfy ergonomic handles, and a beautiful pink wood storage block with sharpener. Perfect gift for home cooks - makes kitchen prep effortless!Specifications:Style:ModernMaterial: Stainless steel,WoodColor: Pink/WhiteWeight: 2kgQuantity: 14PCFunction: Chopping vegetables, meat, bread, fruitProduct Size: 7"" chef knife, 7"" bread knife, 7"" slicing knife,4.7"" utility knife, 3.2"" fruit knife, 4.5""steak knife, 7.8"" scissors, 11.8""sharpener, 8.8"" knife block.Package Includes:1* Chef Knife1* Bread Knife1* Slicing Knife1* Utility Knife1* Fruit Knife6* Steak Knife1* Scissors1* Sharpener1* Knife BlockWarm Tips:1.Wipe off the blade after cleaning to prevent from rusting.2.Hand washing is recommended in order to keep the blade edges sharp.3.Please don't touch the blade with your hands to test its sharpness.Excellent after-sales service:Please feel free to contact us if you have any problems about our product as soon as possible. We will reply and solve your problem within 24 hours.",2026-01-14 12:26:23,2026-01-14 20:26:23.544530,1,14,stainless,0,0,0,0,0,chef,1,0,0,0,0,7.0,1,False,0,0,True,other,0,3.6373229671995344,0.0,0.0,13.598331682550064,2.6421428571428573,1.2925722054518058,4.215856236786469,,0.0,0.6,,,,,0.8,,0.2,0.40588235294117647,0.3333333333333333,0.0,0.396011396011396,0.597165991902834,0.0,0.582258064516129,0.4545454545454546,,,,,,,,,0.3877414584856731,,,,,,0.9,0.1,
B08JLG355F,"Ccanku C1137 Folding Knife, D2 Blade G10&Steel Handle EDC Tool Knife for Outdoor Camping Hiking Fishing(Black)",Canku,canku,Ccanku,ccanku,$29.99,29.99,,,,,,0.2500468847678228,4.4,414,1,102102.0,Sports & Outdoors,sports & outdoors,,,0,5,"Dimensions: 8.62 inch overall length with 3.54 inches blade length and 5.08 inch handle length, knife weight with 8.74 OZ,Knife blade width with 1.73 inch, blade thickness 4.5mm and hardness 59-60 HRC D2 STAINLESS STEEL MATERIAL:Extra strong, D2 steel has a higher material production, is easy to sharpen and is durable when in constant use. G10&STEEL HANDLE: The handle is composed of G10 and stainless steel, providing a comfortable feel and super high corrosion resistance QUALITY GUARANTEE : EDC knife is engineered with quality, the design is awesome,everything can work smoothly and fit tightly,it would be great as working , camping , outdoor etc Attention: The blade is sharp do not let kids under 14 to play or use it. Please be careful !",9,https://m.media-amazon.com/images/G/01/HomeCustomProduct/imageBlock-360-thumbnail-icon-small._CB612115888_FMpng_RI_.png,0,1,,In Stock,1,,,0,,0,1,Description:Full length: 8.62 InchBlade length: 3.54 InchHandle length: 5.08 InchBlade material: D2 SteelHandle material: G10&SteelHardness: 59-60 HRCWeight: 8.74 ozPackage :1 * Canku C1137 Pocket Knife1 * Package Box,2026-01-14 12:26:23,2026-01-14 20:26:23.544495,0,1,stainless,0,0,0,0,0,general,0,0,0,0,0,7.0,0,False,0,0,False,other,0,3.433664571799657,6.028278520230698,0.0,11.53373738667897,29.99,3.433664571799657,4.383039390230333,,0.0,0.6,,,,,0.8,,0.2,0.40588235294117647,0.3333333333333333,0.0,0.396011396011396,0.597165991902834,0.0,0.582258064516129,0.4545454545454546,,,,,,,,,0.3877414584856731,,,,,,0.9,0.1,
B09Q5Y461J,"Vvwgkpk 12-Piece Kitchen Knife Set with Wooden Block,Professional Chef Knife Sets with steak knives,High Carbon German Stainless Steel Knife with Japanese Designed Wooden Pattern Stainless Handle",Vvwgkpk,vvwgkpk,Simple-give,simple-give,$59.99,59.99,$62.99,62.99,62.99,,3.0,0.0476266073979996,4.4,1123,1,121166.0,Kitchen & Dining,kitchen & dining,,,0,5,"【THE PERFECT KNIFE SET FOR THE EVERYDAY CHEF】- This professional Germany stainless steel knife set contains all the tools you could possibly need: an 8-inch chef's knife, an 8-inch cutting knife, an 8-inch bread knife, a 5-inch utility knife, a 3.5-inch paring knife and 6 pieces steak knives.Suitable for both home and restaurant use. 【SUPERIOR SHARPNESS MEETS ERGONOMIC PRECISION】- Each chef's knife is forged from a single piece of high carbon, Germany stainless steel, resulting in a razor sharp pro quality blade that excels far beyond ceramic and cheap acrylic knives. Balanced weight distribution and ergonomic handles minimize fatigue and maximize cutting precision for both women and men. 【FULL TANG DESIGN】 Full-Tang and One piece forged design for durability,The tang still extends to the end or butt of the knife, A full tang distributes weight more evenly along the knife, contributing to better balance, bolster for perfect stability and control. which can increase your level of confidence. Never break.Japanese Designed Wooden Pattern Stainless Handle will provide you with a better using experience 【EASY TO STORE AND CLEAN】 All Knives store safely in the Pakkawood knife block, ensure the long-term durability and corrosion resistance of the tool. The knife set with wooden block has non-slip rubber feet. Due to the weight of the block and the rubber feet of the floor, it is almost impossible to tilt or move it on the workbench. Wash them by hand and dry them by soft cloth immediately after each use will help to keep sharp and extend the service life. 【100% SATISFACTION GUARANTEE 】 Every knife set is backed by superior quality assurance for confident purchase. We wish our customer to be 100% happy. if you have any problem about the stainless steel knife set, please feel free to contact us, we're always here for you.",10,https://m.media-amazon.com/images/G/01/HomeCustomProduct/imageBlock-360-thumbnail-icon-small._CB612115888_FMpng_RI_.png,1,1,,In Stock,1,,100+ bought,100,100.0,1,0,,2026-01-14 12:26:23,2026-01-14 20:26:23.544464,1,12,high_carbon,0,1,0,0,0,chef,1,0,1,0,0,7.0,1,False,0,1,False,other,0,4.110709916308365,7.024649030453636,4.61512051684126,11.704925038315455,4.9991666666666665,1.7916205706932111,4.39336134072535,,0.0,0.6,,,,,0.8,,0.2,0.40588235294117647,0.3333333333333333,0.0,0.396011396011396,0.597165991902834,0.0,0.582258064516129,0.4545454545454546,,,,,,,,,0.3877414584856731,,,,,,0.9,0.1,
B0DCX5P4QQ,"OAKVY Gold Kitchen Knife Set with Block - 5 Piece Stainless Steel Knife Set, Gold Knives Set for Kitchen, Kitchen Knives Sets",OAKVY,oakvy,Oakvy,oakvy,$53.99,53.99,$99.99,99.99,99.99,,45.99999999999999,0.46004600460046,4.5,38,1,442275.0,Kitchen & Dining,kitchen & dining,,,0,5,"Keep Your Knives Sharp – The gold knives set with block is equipped with a built-in sharpener, our kitchen knife sets make it easy to keep your blades in top condition, providing precision cutting every time without the hassle of manual sharpening. Strong Stainless Steel Blades – Designed for strength and durability, these knife sets offer high hardness, allowing you to slice through tough ingredients effortlessly. Built to last, they’ll be your go-to kitchen companions. Comfortable and Balanced Handles – Ergonomically designed handles of these kitchen knives set provide a comfortable, balanced grip, ensuring full control while cutting, chopping, and dicing. Great for both professional chefs and home cooks. Complete Set for Every Kitchen Need – This knife block set includes a chef knife, bread knife, cleaver knife, universal knife, and fruit knife, giving you the right tools for every kitchen task, from slicing bread to prepping fruits and meats. Golden Finish for a Touch of Luxury – The golden blades combined with the stylish wooden holder makes this knives set for kitchen a stunning addition to your kitchen, bringing both beauty and functionality to your countertop.",10,https://m.media-amazon.com/images/G/01/HomeCustomProduct/imageBlock-360-thumbnail-icon-small._CB612115888_FMpng_RI_.png,0,1,,In Stock,1,,,0,,0,0,,2026-01-14 12:26:23,2026-01-14 20:26:23.544426,1,5,stainless,0,0,0,0,0,general,0,0,0,0,0,7.0,1,False,0,0,False,other,0,4.007151350519723,3.6635616461296463,0.0,12.999689400570944,10.798,2.4679300255808836,4.3508245243128965,,0.0,0.6,,,,,0.8,,0.2,0.40588235294117647,0.3333333333333333,0.0,0.396011396011396,0.597165991902834,0.0,0.582258064516129,0.4545454545454546,,,,,,,,,0.3877414584856731,,,,,,0.9,0.1,
B09WGXN7XV,"FULLHI Knife Set, 14pcs Japanese Knives Set, Multiple Colour Premium German Stainless Steel Chef Knife Set",FULLHI,fullhi,FULLHI Butcher,fullhi butcher,$68.99,68.99,$86.33,86.33,86.33,,17.340000000000003,0.2008571759527395,4.4,1628,1,19490.0,Kitchen & Dining,kitchen & dining,,,0,5,"ALL-INCLUSIVE KNIVES SET: 14-piece kitchen knife set includes 8"" Chef Knife, 8"" Slicer Knife, 8"" Bread Knife, 7"" Santoku Knife, 5"" Santoku Knife, 7"" Cleaver Knife, 5""universal knife, and 3.5"" Paring Knife. 3 Stainless Steel Finger Guards, 1 Bottle Opener, 1 Pair of Cut Resistant Gloves, 1 Portable Knife Sharpener, 1 Sharpening Stick are included in our giveaway. Whether cooking at home or outdoors, it can meet your needs. The ergonomic handle provides a solid grip while the shape of the bolster delivers optimal weight and balance. Non-slip epoxy resin handle is able to maintain it’s friction even then the handle is wet, make the cutting more safe and effortless. Exceedingly sharp conical ground edge, hand-sharpened to a 16-degree angle, are long-lasting and easy to maintain. Blades are forged from High-Carbon German stainless steel and heat-treated for hardness that resists stains and corrosion. This knife set meet high-level safety standards for professional kitchens. Quick action support against manufacturer defects Please Hand Clean And Don't Use Dish Washer. Block available in Walnut hardwood that is gentle on blade edges The blade of this kitchen knife is made of 5Cr17 stainless steel, which has high hardness, wear resistance, good impact toughness performance. The ergonomic Full Tang handle can prevent the blade comfortable to grip and non-slip effect, it has a great fit in your hand.",10,https://m.media-amazon.com/images/G/01/HomeCustomProduct/imageBlock-360-thumbnail-icon-small._CB612115888_FMpng_RI_.png,1,1,,In Stock,1,,50+ bought,50,50.0,1,0,,2026-01-14 12:26:23,2026-01-14 20:26:23.544391,1,14,stainless,0,0,0,0,0,chef,1,0,0,0,0,7.0,0,False,0,0,False,other,0,4.248352374701448,7.395721608602045,3.9318256327243257,9.877708099548641,4.9278571428571425,1.779662788995098,4.395368839488043,,0.0,0.6,,,,,0.8,,0.2,0.40588235294117647,0.3333333333333333,0.0,0.396011396011396,0.597165991902834,0.0,0.582258064516129,0.4545454545454546,,,,,,,,,0.3877414584856731,,,,,,0.9,0.1,
B09FP64L57,"Cohesion 5 PCS Kitchen Knife Set with Magnetic Knife Holder for Wall, Ultra Sharp Chef Boxed Knife Set With Sheathes for Multipurpose Cooking with Ergonomic Handle",Cohesion,cohesion,Cohesion1,cohesion1,$29.99,29.99,$6.00,6.0,,6.0,,0.2500468847678228,4.3,174,1,322398.0,Kitchen & Dining,kitchen & dining,,,0,5,"【All-In-One Complete Set】 This Multifunctional kitchen knife boxed set includes 4.3” Paring Knife, 7.5'' Chef Knife, 6.5'' Santoku Knife, 8'' Bread Knife, 5.5'' Utility Knife and Magnetic Knife Holder for Wall. A variety of knives make cooking more excellent and convenient. 【 Multifunctional Cooking】 The 5 pieces Boxed knife sets can easily handle most of trifles in any circumstance, cutting, slicing, paring etc. Great for dicing fruit, meat, fish, and vegetables in the kitchen. Also could be used for bread and pizza cutting for guests on the dining table because of its charming appearance. 【 Professional High Quality】The knife set blade is made from high carbon durable stainless steel with sharp edge.Provided with Black Oxide procedure, these knives are extremely corrosion and rust resistant and never lose the premium color.Ensure knives are ultra-sharp, well balanced, wear-resistant, non-stick, durable and rust. 【 Ergonomic Handle & Novel Design】 The premium PP ergonomic handle & comfortable texture creating the perfect balance between the blade and handle.Original wooden texture design makes the product more fashionable and magnetic knife holder for wall makes easy cooking effortless. 【Customer service Guarantee】 Comes with a gift box, the knife set is an attractive and practical present for your parents, wife, housewarmings, weddings, or other special people and days. Cohesion kitchen knife sets are based on excellent quality, after strict quality inspection, and superior customer service for each customer to provide a lifetime warranty. Enjoy your purchase.",10,https://m.media-amazon.com/images/G/01/HomeCustomProduct/imageBlock-360-thumbnail-icon-small._CB612115888_FMpng_RI_.png,1,1,,Only 15 left in stock - order soon.,1,15.0,,0,,0,0,,2026-01-14 12:26:23,2026-01-14 20:26:23.544356,1,5,stainless,0,0,0,0,0,utility,0,0,0,0,0,7.0,0,True,1,0,False,other,0,3.433664571799657,5.1647859739235145,0.0,12.683545187872827,5.997999999999999,1.9456243939454962,4.28363871270848,,0.0,0.6,,,,,0.8,,0.2,0.40588235294117647,0.3333333333333333,0.0,0.396011396011396,0.597165991902834,0.0,0.582258064516129,0.4545454545454546,,,,,,,,,0.3877414584856731,,,,,,0.9,0.1,
B0D5MLTGDG,"Kershaw 6” Utility Kitchen Knife, Black and Gray Design, 6 Inch Stainless Steel Utility Plain Edge Blade, Included Sheath, Paring Knife for Meat, Fruit, Vegetables and More",Kershaw,kershaw,,,$23.09,23.09,$59.99,59.99,59.99,,36.900000000000006,0.6151025170861811,4.8,19,1,325727.0,Kitchen & Dining,kitchen & dining,,,0,5,"6-INCH UTILITY KITCHEN KNIFE: For when the chef’s knife is too big and the paring knife too small – the Kershaw 6-Inch Utility Knife is light, agile and the perfect choice for those “in-between” tasks. FIXED UTILITY PLAIN EDGE BLADE: Hand-sharpened stainless steel 16-degree double-bevel blade is both razor sharp and durable. Horizontal satin grazed finish gives the blade a professional look and helps hide wear. POLYPROPYLENE HANDLE: Black polypropylene handle offers a comfortable and sure-grip for continuous chopping, carving and general kitchen use. DESIGNED FOR SAFETY: Included blade protector ensures secure storage, guards against accidental cuts and maintains blade edge – so your knife is always kitchen ready. KERSHAW QUALITY: Since 1974, Kershaw has been committed to designing quality knives, built for those who take pride in what they carry. 6-Inch Utility Kitchen Knife measures 10.6” overall, with a 6” blade and 2.3 oz weight.",8,https://m.media-amazon.com/images/G/01/HomeCustomProduct/imageBlock-360-thumbnail-icon-small._CB612115888_FMpng_RI_.png,1,1,,In Stock,1,,,0,,0,1,"A medium sized kitchen knife with maximum utility, the Kershaw 6-Inch Utility Kitchen Knife is perfect for the everyday cutting and prepping tasks. The DIN 1.4116 stainless steel blade is hand-sharpened to a 16 degrees double-bevel for razor-sharp performance. Satin grazed finish helps hide wear and gives the blade a professional look. Paired with an all-black polypropylene handle for an easy, comfortable grip. Included blade protector ensures secure storage, guards against accidental cuts and maintains blade edge. From quick slicing to everyday prep, the Kershaw 6-inch Utility Knife is sure to become a kitchen staple.",2026-01-14 12:26:23,2026-01-14 20:26:23.544321,0,1,stainless,0,0,0,0,0,paring,0,0,0,0,1,6.0,0,True,0,0,False,other,0,3.18179681662678,2.995732273553991,0.0,12.693817956252067,23.09,3.18179681662678,4.397802654836585,,0.0,0.6,,,,,0.8,,0.2,0.40588235294117647,0.3333333333333333,0.0,0.396011396011396,0.597165991902834,0.0,0.582258064516129,0.4545454545454546,,,,,,,,,0.3877414584856731,,,,,,0.9,0.1,
B0DBVHF1FT,"Astercook Knife Set for Kitchen 15 Piece with Block and Sharpener Kitchen Knives with Ceramic Coating Sharp Blade Dishwasher Safe Deba Knives with Anti-slip Ergonomic Handle, Elegant White",Astercook,astercook,Astercook,astercook,$39.98,39.98,$59.99,59.99,59.99,,20.010000000000005,0.3335555925987665,4.6,968,1,4540.0,Kitchen & Dining,kitchen & dining,,,0,5,"【PREMIUM HIGH-CARBON STAINLESS STEEL & SHARPENER & CERAMIC COATING FOR LONG-LASTING SHARPNESS】：Crafted from high-quality steel, this knife set boasts an incredibly sharp blade, which makes it slices through food like butter. Included is a built-in sharpener to maintain a razor-sharp edge, ensuring precise and efficient cuts every time. Also, the blades have a NO-STICK COATING that gives the knife set a long-lasting performance. 【ELEVATE YOUR KITCHEN WITH AESTHETIC KNIFE BLOCK SET 】: We infuse thoughtful details and fresh designs to elevates the humble knife set from a mere tool to a showcase of style and craftsmanship.This kitchen utensils set is aesthetically pleasing and complements a wide range of kitchen styles. Add a touch of color to elevate an everyday moment and make memories that last. 【COMFORTABLE GRIP AND BALANCED HANDLE MAKES COOKING EASIER】：The ergonomically designed handle accommodates various hand sizes, offering a comfortable grip angle and ample surface area. The balanced weight distribution between the handle and blade reduces hand fatigue and enhances precision, making food preparation a breeze. 【HIGH VALUE 15 PCS KNIFE SET】：8"" Chef knife, 8"" Slicing knife, 7"" Santoku knife, 8"" Serrated bread knife, 5"" Utility knife, 3.5"" Paring knife, 6 Pcs 4.5"" serrated steak knife, 1 Pcs kitchen shear, and Black hard wood knife block with built-in knife sharpener.This knife set is designed to tackle any kitchen task, from chopping vegetables to carving meat. 【IMPRESSED GIFT AND 100-YEAR WARRANTY】：Our knife set is the perfect gift choice for Housewarming, Valentine's Day, Wedding, Birthday, Thanksgiving, Halloween, Christmas. Additionally, our knives come with a 100-year warranty that guarantees quality and performance, providing you with peace of mind.",10,https://m.media-amazon.com/images/G/01/HomeCustomProduct/imageBlock-360-thumbnail-icon-small._CB612115888_FMpng_RI_.png,1,1,,In Stock,1,,200+ bought,200,200.0,1,0,,2026-01-14 12:26:23,2026-01-14 20:26:23.544290,1,15,ceramic,0,0,0,0,1,chef,1,0,0,0,0,7.0,1,False,0,0,True,other,0,3.7130841428107537,6.876264611890766,5.303304908059076,8.420902531097951,2.6653333333333333,1.2989192816348896,4.58402570489607,,0.0,0.6,,,,,0.8,,0.2,0.40588235294117647,0.3333333333333333,0.0,0.396011396011396,0.597165991902834,0.0,0.582258064516129,0.4545454545454546,,,,,,,,,0.3877414584856731,,,,,,0.9,0.1,
