asin,log_price,product_rating,log_reviews,log_sales,weighted_rating,log_price_per_piece,log_bsr,bullet_count,image_count,is_fba,has_aplus,discount_rate,log_days_on_market,brand_tier_encoded,is_set,set_pieces,is_damascus,is_high_carbon,is_german_steel,is_japanese_steel,is_ceramic,is_chef_knife,is_santoku,is_steak_knife,is_cleaver,is_paring,has_block,is_professional,is_gift,blade_size_inch,bert_sentiment_mean,positive_ratio,negative_ratio,aspect_sharpness_sentiment,aspect_quality_sentiment,aspect_durability_sentiment,aspect_handle_sentiment,aspect_value_sentiment,aspect_rust_sentiment,aspect_appearance_sentiment,aspect_balance_sentiment,aspect_sentiment_mean,verified_purchase_rate,avg_helpful_votes,cluster,cluster_name,tsne_x,tsne_y,pca_x,pca_y
B0DFH6VZ5B,4.09016919081162,5.0,0.6931471805599453,0.0,4.234092138256552,4.09016919081162,0.0,5,9,1,1,0.2500468847678228,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,15.045709,-41.085075,0.8674000580358022,-2.587225950834416
B0DSHYXVPN,3.7133281345162463,4.7,5.613128106388071,0.0,4.635447498238196,3.7133281345162463,11.933469643624331,5,10,0,1,0.2500468847678228,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,9.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,11.225362,-11.8652525,0.9105381375844023,-0.9429811634187385
B0DJGDXWBW,5.525413097700675,4.6,4.634728988229636,0.0,4.48795806906272,3.6031270245770366,11.850283023863716,5,10,1,1,0.2500468847678228,0.0,0,1,7,1,1,0,0,0,0,0,0,0,0,1,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,1,主流-低单价-套装,23.42936,5.381429,-0.06653312733533566,0.8186835779822257
B0DG9Y57NY,2.605648267484129,4.7,4.343805421853684,5.993961427306569,4.527677643601964,1.983756291545428,9.882417121916836,4,6,0,1,0.7440293937538274,0.0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,1,主流-低单价-套装,-23.553291,7.6082416,-0.110509723573516,-0.23614742884433101
B09DKSJ7JF,3.849934813114724,4.7,5.598421958998375,0.0,4.634617240980809,1.4551205520497432,11.499850357082506,5,10,0,1,0.5445632798573975,0.0,0,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,1,主流-低单价-套装,-18.907888,25.530378,-0.39233123241877904,1.0967682968407075
B0CW3FZR24,2.301584592660462,4.6,5.135798437050262,3.9318256327243257,4.523535364668397,2.301584592660462,10.57341728191989,5,3,0,1,0.2500468847678228,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,-4.950015,-34.103943,0.48577769518812164,-1.5235918763250988
B07P46SQPW,3.5550623063795967,4.7,8.130942302231878,5.303304908059076,4.694087223595532,3.5550623063795967,8.73568594451502,5,10,0,1,0.2500468847678228,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,6.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,-3.6693854,-7.69594,0.3820228763792972,-0.1785168512671431
B0DM83MFMC,4.222297926532561,0.0,0.0,0.0,4.215856236786469,4.222297926532561,0.0,5,9,1,1,0.3071767374716437,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,21.196133,-44.832718,1.227567104310709,-3.9322234841193118
B09SB8F3FD,3.3028492586443794,4.3,1.3862943611198906,0.0,4.221465821000705,3.3028492586443794,0.0,5,9,1,1,0.2500468847678228,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,15.134347,-40.557278,0.7682334637936405,-2.5496382577426475
B084G8Y5M4,2.5641798306825083,4.5,7.773594467360194,6.90875477931522,4.495064500390832,2.5641798306825083,8.666302614004078,8,10,1,1,0.2947058823529411,0.0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,-15.574026,-1.9986237,-0.2192882847255247,-0.35770584017747564
B0DSJ36HHZ,3.7133281345162463,4.7,5.613128106388071,0.0,4.635447498238196,3.7133281345162463,11.933351432551758,5,10,1,1,0.1228339548146523,0.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,5.524384,-19.46403,1.1249499996517622,-1.3301757227758584
B0DM7XB86G,3.891412051524022,0.0,0.0,0.0,4.215856236786469,3.891412051524022,0.0,5,9,1,1,0.5637388616112021,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,21.218584,-42.13609,1.0718723714883696,-3.63246788231175
B0DM84Y4XT,4.5107496103686,0.0,0.0,0.0,4.215856236786469,4.5107496103686,0.0,5,9,1,1,0.3999866648886518,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,23.955156,-49.54369,1.4261014709711393,-4.1310484610023455
B0FCXWCXY4,4.6150215020384655,4.7,5.991464547107982,3.9318256327243257,4.653891070170141,3.2580003795522505,11.075520672568889,5,10,1,1,0.2500468847678228,0.0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,-1.3460296,-1.484926,0.12201863128439921,0.6054293690390997
B09797QVT9,3.260017768199376,4.5,2.079441541679836,0.0,4.256448202959831,3.260017768199376,0.0,5,9,1,1,0.2500468847678228,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,8.712091,-42.360844,0.976799603655378,-2.9368437974452735
B07W85ND8W,3.2577118486533987,4.7,7.122059881629142,4.61512051684126,4.684114032769556,3.2577118486533987,9.684211512748409,5,10,1,1,0.1667222407469156,0.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,5.5,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,-31.850252,-13.234964,0.14758486816860542,-0.34817522996662875
B0C2Z6L1XB,3.295466427029913,4.6,5.968707559985366,4.61512051684126,4.562652689687573,3.295466427029913,10.582332948385211,5,10,1,1,0.2500468847678228,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,1.2821316,-38.111195,0.2033907076167581,-0.8204539405882318
B0CG8WC1BV,4.795459912431223,4.6,5.905361848054571,3.9318256327243257,4.56045578908096,2.196928237135503,10.127071007078722,6,10,1,1,0.2943114300841227,0.0,0,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,1,主流-低单价-套装,-4.2163672,23.18737,-1.0515328184992365,2.4413509335581347
B07P46QB4K,3.291754470280773,4.6,6.821107472256465,0.0,4.58315862415974,3.291754470280773,11.028595705008202,5,10,0,1,0.300081103000811,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,14.186123,-13.410006,0.41210045024645,-0.8289332351168095
B0C77KYXKK,3.331847303527362,4.6,6.957497370876951,3.9318256327243257,4.585225239876403,3.331847303527362,10.337734462069744,5,10,1,1,0.2500468847678228,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,5.5,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,4.1392183,-12.234378,0.3803163447339308,-0.5803172367244729
B0979798RL,3.260017768199376,5.0,1.6094379124341005,0.0,4.28404265097895,3.260017768199376,0.0,5,9,1,1,0.2500468847678228,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,14.993141,-38.06059,1.0310675375013734,-2.9066894171829674
B0CTK42ZNP,3.49620448524049,4.7,5.389071729816501,0.0,4.621792161327045,3.49620448524049,10.194962423226606,6,10,1,1,0.1351716680183834,0.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,5.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,1.0253952,-34.744884,0.6993975292606412,-1.5820281837409
B07TWRGXMG,4.905200701620736,4.6,8.549660381553739,0.0,4.596900876286021,3.5408868576435726,11.209804828829256,5,10,0,1,0.2500468847678228,0.0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,-6.482636,-4.8998537,0.11878071839510701,0.41632801155093996
B0DM9K3ZQQ,4.403298769949421,5.0,0.6931471805599453,0.0,4.234092138256552,2.841648258171276,0.0,5,9,1,1,0.2500468847678228,0.0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,15.881305,-41.920563,0.3825178431757437,-1.3676315782352952
B09N7CPC5B,4.060270581888349,5.0,1.0986122886681098,0.0,4.251499135114357,4.060270581888349,0.0,5,9,1,1,0.3522391452602864,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,14.317811,-43.335045,1.0359765745728928,-2.967295799645776
B0CFSTGQ34,3.5832411220909397,4.3,4.204692619390966,0.0,4.26727742541696,2.5387106785314244,11.825244050877878,5,6,1,1,0.2500468847678228,0.0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,-11.467377,5.8101673,0.14692956491439288,-0.5296236045183521
B0F53T1C9V,3.295466427029913,4.7,6.246106765481563,3.9318256327243257,4.663493648016215,3.295466427029913,10.79939188675334,5,10,1,1,0.3500875218804702,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,-13.367902,-16.89464,0.6179287005324352,-0.76414768533633
B099S2DB85,3.8062179465311696,4.7,6.823286122355687,5.707110264748875,4.678818710359408,3.8062179465311696,9.170559501964338,5,10,0,1,0.2668778129688282,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,-15.538195,-15.304754,0.343969695516327,-0.5803868795638627
B0C37GLKHZ,3.6373229671995344,5.0,1.3862943611198906,0.0,4.268132487667372,3.6373229671995344,0.0,5,9,1,1,0.2500468847678228,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,15.01762,-38.225224,0.8356538011981866,-2.7275021844883764
B0FWQV72CL,4.110709916308365,0.0,0.0,0.0,4.215856236786469,4.110709916308365,0.0,5,9,1,1,0.3022795999069551,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,21.550564,-43.473843,1.1264116060920966,-3.700096072282726
B0DLZDWWCM,3.610647605844363,4.7,6.003887067106539,0.0,4.654407986423839,1.2235793339648542,8.170185652879642,5,9,0,1,0.2500468847678228,0.0,0,1,15,1,1,0,0,0,1,0,0,0,0,1,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,1,主流-低单价-套装,-26.788235,26.948872,-0.46909743916896984,1.5792879941879039
B00GIBKCGC,3.5832411220909397,4.6,6.802394763324311,3.9318256327243257,4.582854369760926,2.5387106785314244,11.03485740544241,5,4,1,1,0.2500468847678228,0.0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,-4.308847,-34.455635,0.033889074057421885,-0.33402943133874635
B0DGB59ZT9,3.432372999130605,4.8,4.3694478524670215,0.0,4.595549682875264,2.3963789722804063,12.65013647852522,5,7,1,1,0.2500468847678228,0.0,2,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,-3.4844837,-34.938847,0.33569087910428563,-0.6096479075802012
B0FL9DZ9HV,4.384398818818937,4.4,3.555348061489413,0.0,4.298236341381997,1.8955830901823052,12.853989692485316,5,9,1,1,0.4720314687645843,0.0,2,1,14,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,1,主流-低单价-套装,-13.322977,7.4039507,-0.6556590796386782,1.4096008156574236
B09BQV3XNF,3.6373229671995344,4.5,8.57828829077605,0.0,4.497771837555084,1.0807341241943615,9.462887373659637,5,10,1,1,0.2500468847678228,0.0,0,1,19,0,1,0,0,0,0,0,1,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,1,主流-低单价-套装,9.289897,33.605213,-1.4350358777571297,2.774101930961438
B0CG2BFKDM,3.433664571799657,4.8,4.499809670330265,3.9318256327243257,4.612717266755967,2.139772002588134,10.995427631436174,5,4,1,1,0.2500468847678228,0.0,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,14.809199,-23.907108,0.05748781775481774,-0.1287336738692372
B09NN1FHJG,4.6150215020384655,4.6,6.236369590203704,0.0,4.5707716701902745,2.494031557565001,10.636672420127605,5,10,1,1,0.4117889287605153,0.0,0,0,9,1,0,0,0,0,1,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,1,主流-低单价-套装,26.037062,3.1779656,-0.00439691867077925,0.18997893899799198
B0C6X91FCZ,5.398117451625214,4.6,7.233455418621439,5.303304908059076,4.58868580781559,3.628731281277658,8.820108644508608,5,10,0,1,0.2500468847678228,0.0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,1,主流-低单价-套装,-6.116628,-3.9630508,-0.23908024447444637,0.9712046728680572
B0CMZ7N6Z8,4.3943256902608985,4.7,7.765569081097317,3.9318256327243257,4.691523952457287,1.845721421799881,8.950143756459262,5,10,1,1,0.2500468847678228,0.0,0,1,15,0,1,0,0,0,0,0,0,0,0,1,1,1,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,1,主流-低单价-套装,-18.0503,15.121053,-0.8079114868671413,2.565540336005266
B09N7FCX8W,3.8062179465311696,4.8,2.4849066497880004,0.0,4.337093621604372,3.8062179465311696,0.0,5,9,1,1,0.5001136621959537,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,14.06993,-43.108772,0.9687639599903693,-2.8240634587184608
B0C8HXRQN7,3.931629535067065,4.6,6.184148890937483,0.0,4.56932692384987,3.931629535067065,11.91972301831217,5,10,1,1,0.1918849013902359,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,9.089872,-9.938812,0.8555061286617403,-1.0096285495983115
B09793FKG8,3.5984075509498608,5.0,0.6931471805599453,0.0,4.234092138256552,3.5984075509498608,0.0,5,9,1,1,0.703783963993999,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,2,高单价-单品-待改进,13.11129,-41.211025,1.045414809693144,-2.957211635992746
B0CFXWNSP8,4.454231010422805,4.8,4.418840607796598,0.0,4.602144854395417,3.3786108829893595,11.928717070795695,5,10,1,1,0.2500468847678228,0.0,1,1,3,1,1,0,0,0,1,0,0,0,0,0,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.4058823529411764,0.3333333333333333,0.3877414584856731,0.9,0.1,0,主流-高单价-单品,20.982227,2.5164318,0.5093718191570225,-0.2970527999650775
