asin,log_price,product_rating,log_reviews,log_sales,weighted_rating,log_price_per_piece,log_bsr,bullet_count,image_count,is_fba,has_aplus,discount_rate,log_days_on_market,brand_tier_encoded,is_set,set_pieces,is_damascus,is_high_carbon,is_german_steel,is_japanese_steel,is_ceramic,is_chef_knife,is_santoku,is_steak_knife,is_cleaver,is_paring,has_block,is_professional,is_gift,blade_size_inch,bert_sentiment_mean,positive_ratio,negative_ratio,aspect_sharpness_sentiment,aspect_quality_sentiment,aspect_durability_sentiment,aspect_handle_sentiment,aspect_value_sentiment,aspect_rust_sentiment,aspect_appearance_sentiment,aspect_balance_sentiment,aspect_sentiment_mean,verified_purchase_rate,avg_helpful_votes
B0C77KYXKK,3.331847303527362,4.6,6.957497370876951,3.9318256327243257,4.585225239876403,3.331847303527362,10.337734462069745,5,10,1,1,0.2500468847678228,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,5.5,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0979798RL,3.260017768199376,5.0,1.6094379124341003,0.0,4.28404265097895,3.260017768199376,0.0,5,9,1,1,0.2500468847678228,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0CTK42ZNP,3.49620448524049,4.7,5.389071729816501,0.0,4.621792161327045,3.49620448524049,10.194962423226606,6,10,1,1,0.1351716680183834,0.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,5.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B07TWRGXMG,4.9052007016207355,4.6,8.549660381553739,0.0,4.596900876286021,3.5408868576435726,11.209804828829256,5,10,0,1,0.2500468847678228,0.0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DM9K3ZQQ,4.403298769949421,5.0,0.6931471805599453,0.0,4.2340921382565515,2.8416482581712756,0.0,5,9,1,1,0.2500468847678228,0.0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09N7CPC5B,4.060270581888349,5.0,1.0986122886681098,0.0,4.251499135114357,4.060270581888349,0.0,5,9,1,1,0.3522391452602864,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0CFSTGQ34,3.5832411220909393,4.3,4.204692619390966,0.0,4.26727742541696,2.5387106785314244,11.825244050877878,5,6,1,1,0.2500468847678228,0.0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0F53T1C9V,3.2954664270299134,4.7,6.246106765481563,3.9318256327243257,4.663493648016215,3.2954664270299134,10.79939188675334,5,10,1,1,0.3500875218804702,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B099S2DB85,3.8062179465311696,4.7,6.823286122355687,5.707110264748875,4.678818710359408,3.8062179465311696,9.170559501964338,5,10,0,1,0.2668778129688282,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0C37GLKHZ,3.6373229671995344,5.0,1.3862943611198906,0.0,4.268132487667372,3.6373229671995344,0.0,5,9,1,1,0.2500468847678228,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0FWQV72CL,4.110709916308365,0.0,0.0,0.0,4.215856236786469,4.110709916308365,0.0,5,9,1,1,0.3022795999069551,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DLZDWWCM,3.610647605844363,4.7,6.003887067106539,0.0,4.654407986423839,1.2235793339648542,8.170185652879642,5,9,0,1,0.2500468847678228,0.0,0,1,15,1,1,0,0,0,1,0,0,0,0,1,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B00GIBKCGC,3.5832411220909393,4.6,6.802394763324311,3.9318256327243257,4.582854369760926,2.5387106785314244,11.03485740544241,5,4,1,1,0.2500468847678228,0.0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DGB59ZT9,3.432372999130605,4.8,4.3694478524670215,0.0,4.595549682875264,2.3963789722804063,12.650136478525221,5,7,1,1,0.2500468847678228,0.0,2,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0FL9DZ9HV,4.384398818818937,4.4,3.5553480614894135,0.0,4.298236341381997,1.8955830901823054,12.853989692485316,5,9,1,1,0.4720314687645843,0.0,2,1,14,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09BQV3XNF,3.6373229671995344,4.5,8.57828829077605,0.0,4.497771837555084,1.0807341241943615,9.462887373659635,5,10,1,1,0.2500468847678228,0.0,0,1,19,0,1,0,0,0,0,0,1,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0CG2BFKDM,3.433664571799657,4.8,4.499809670330265,3.9318256327243257,4.612717266755967,2.139772002588134,10.995427631436174,5,4,1,1,0.2500468847678228,0.0,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09NN1FHJG,4.6150215020384655,4.6,6.236369590203704,0.0,4.5707716701902745,2.494031557565001,10.636672420127605,5,10,1,1,0.4117889287605153,0.0,0,0,9,1,0,0,0,0,1,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0C6X91FCZ,5.398117451625214,4.6,7.233455418621439,5.303304908059076,4.58868580781559,3.628731281277658,8.820108644508608,5,10,0,1,0.2500468847678228,0.0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0CMZ7N6Z8,4.3943256902608985,4.7,7.765569081097317,3.9318256327243257,4.691523952457287,1.845721421799881,8.950143756459262,5,10,1,1,0.2500468847678228,0.0,0,1,15,0,1,0,0,0,0,0,0,0,0,1,1,1,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09N7FCX8W,3.8062179465311696,4.8,2.4849066497880004,0.0,4.337093621604372,3.8062179465311696,0.0,5,9,1,1,0.5001136621959537,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0C8HXRQN7,3.9316295350670645,4.6,6.184148890937483,0.0,4.56932692384987,3.9316295350670645,11.91972301831217,5,10,1,1,0.1918849013902359,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09793FKG8,3.5984075509498608,5.0,0.6931471805599453,0.0,4.2340921382565515,3.5984075509498608,0.0,5,9,1,1,0.703783963993999,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0CFXWNSP8,4.454231010422805,4.8,4.418840607796598,0.0,4.602144854395417,3.3786108829893595,11.928717070795697,5,10,1,1,0.2500468847678228,0.0,1,1,3,1,1,0,0,0,1,0,0,0,0,0,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0CWH4MF7W,4.204543354520176,4.8,7.160845906664299,7.601402334583733,4.781539474751717,4.204543354520176,7.791522819150732,5,10,0,1,0.164472018232464,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.875,0.8,0.0
B09N7F6C3V,4.158726821151369,4.3,1.791759469228055,0.0,4.224807700958122,4.158726821151369,0.0,5,9,1,1,0.4749958326387731,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0BMFTPFSY,4.233961566558017,5.0,0.6931471805599453,0.0,4.2340921382565515,4.233961566558017,0.0,5,9,1,1,0.2916232548447594,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0CZ747XJJ,4.875120984409557,4.6,7.661997558901893,0.0,4.592554666333656,2.210949403972107,10.940897969477794,5,10,1,1,0.235307959291723,0.0,1,1,16,0,1,0,1,0,0,0,0,0,0,1,0,1,7.0,0.4,0.7,0.3,0.8,0.75,0.0,0.6666666666666666,0.5,-1.0,0.5,0.5,0.33958333333333335,0.8,0.0
B0FSZKDY88,3.358289880650879,0.0,0.0,0.0,4.215856236786469,3.358289880650879,0.0,5,9,1,1,0.2072020577307803,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DF2W38BD,4.204543354520176,4.6,4.532599493153256,0.0,4.479596730933072,3.5262134549784228,11.02849831505877,5,10,1,1,0.2500468847678228,0.0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,1,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B09V4X692D,4.0428758138469085,4.4,5.4116460518550396,0.0,4.370814950735968,1.5544888209490846,12.173714729422048,5,10,0,1,0.2500468847678228,0.0,0,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0DM9ML5D3,3.807772984054347,0.0,0.0,0.0,4.215856236786469,2.2834022735772717,0.0,5,9,1,1,0.6853346667619116,0.0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0CDGYRRPY,4.7957078975533864,4.7,7.907651594711089,0.0,4.692629924590443,2.1971505005185255,9.19593714166544,5,10,1,1,0.2500468847678228,0.0,1,1,15,0,1,0,0,0,1,0,0,0,0,0,0,1,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0FFMGKQFB,5.525413097700675,4.3,3.713572066704308,3.9318256327243257,4.256901974939412,3.9317864162690963,10.479173520649045,5,9,1,1,0.2500468847678228,0.0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B08V399L1Z,4.394202210604015,4.5,5.003946305945459,4.61512051684126,4.437189273394904,2.5197680581141793,10.636312072748835,8,8,1,1,0.0,0.0,3,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
B0C6XGY493,4.110709916308365,4.5,5.6240175061873385,0.0,4.462471578443496,1.664872619322201,11.553453016146296,5,8,1,1,0.2500468847678228,0.0,0,1,14,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,0.6,0.8,0.2,0.582258064516129,0.597165991902834,0.0,0.396011396011396,0.4545454545454546,0.0,0.40588235294117647,0.3333333333333333,0.3877414584856731,0.9,0.1
