product_id,knife_type_id,source,confidence
B0BMFTPFSY,santoku,title,1.0
B0BMFTPFSY,cleaver,title,1.0
B0BMFTPFSY,carving,bullet_points_text,0.8
B0BMFTPFSY,chef,bullet_points_text,0.8
B0CZ747XJJ,set,title,1.0
B0CZ747XJJ,block,title,1.0
B0CZ747XJJ,santoku,bullet_points_text,0.8
B0CZ747XJJ,bread,bullet_points_text,0.8
B0CZ747XJJ,paring,bullet_points_text,0.8
B0CZ747XJJ,utility,bullet_points_text,0.8
B0CZ747XJJ,boning,bullet_points_text,0.8
B0CZ747XJJ,carving,bullet_points_text,0.8
B0CZ747XJJ,steak,bullet_points_text,0.8
B0CZ747XJJ,chef,bullet_points_text,0.8
B0FSZKDY88,bread,title,1.0
B0FSZKDY88,utility,title,1.0
B0DF2W38BD,chef,title,1.0
B0DF2W38BD,set,title,1.0
B09V4X692D,set,title,1.0
B09V4X692D,block,title,1.0
B09V4X692D,santoku,bullet_points_text,0.8
B09V4X692D,bread,bullet_points_text,0.8
B09V4X692D,paring,bullet_points_text,0.8
B09V4X692D,utility,bullet_points_text,0.8
B09V4X692D,steak,bullet_points_text,0.8
B09V4X692D,chef,bullet_points_text,0.8
B0DM9ML5D3,chef,title,1.0
B0DM9ML5D3,set,title,1.0
B0DM9ML5D3,nakiri,bullet_points_text,0.8
B0DM9ML5D3,paring,bullet_points_text,0.8
B0DM9ML5D3,carving,bullet_points_text,0.8
B0CDGYRRPY,chef,title,1.0
B0CDGYRRPY,set,title,1.0
B0CDGYRRPY,bread,bullet_points_text,0.8
B0CDGYRRPY,paring,bullet_points_text,0.8
B0CDGYRRPY,utility,bullet_points_text,0.8
B0CDGYRRPY,steak,bullet_points_text,0.8
B0CDGYRRPY,block,bullet_points_text,0.8
B0FFMGKQFB,chef,title,1.0
B0FFMGKQFB,set,title,1.0
B0FFMGKQFB,nakiri,bullet_points_text,0.8
B0FFMGKQFB,santoku,bullet_points_text,0.8
B0FFMGKQFB,bread,bullet_points_text,0.8
B0FFMGKQFB,paring,bullet_points_text,0.8
B08V399L1Z,bread,title,1.0
B08V399L1Z,chef,title,1.0
B08V399L1Z,set,title,1.0
B08V399L1Z,paring,bullet_points_text,0.8
B08V399L1Z,utility,bullet_points_text,0.8
B08V399L1Z,block,bullet_points_text,0.8
B0C6XGY493,set,title,1.0
B0C6XGY493,block,title,1.0
B0C6XGY493,santoku,bullet_points_text,0.8
B0C6XGY493,bread,bullet_points_text,0.8
B0C6XGY493,paring,bullet_points_text,0.8
B0C6XGY493,utility,bullet_points_text,0.8
B0C6XGY493,steak,bullet_points_text,0.8
B0C6XGY493,chef,bullet_points_text,0.8
B0B1DK264D,chef,title,1.0
B0B1DK264D,set,title,1.0
B0B1DK264D,block,title,1.0
B0B1DK264D,utility,bullet_points_text,0.8
B09797YFYY,paring,title,1.0
B09797YFYY,chef,title,1.0
B09797YFYY,bread,bullet_points_text,0.8
B0DSJ1CNQ2,carving,bullet_points_text,0.8
B09FXJ6GMH,boning,title,1.0
B09FXJ6GMH,carving,bullet_points_text,0.8
B0DD56SV3N,set,title,1.0
B0DD56SV3N,block,title,1.0
B0DD56SV3N,santoku,bullet_points_text,0.8
B0DD56SV3N,paring,bullet_points_text,0.8
B0DD56SV3N,utility,bullet_points_text,0.8
B0DD56SV3N,steak,bullet_points_text,0.8
B0DD56SV3N,chef,bullet_points_text,0.8
B01GL5G6O6,paring,title,1.0
B01M4HMVAA,set,title,1.0
B01M4HMVAA,santoku,description_clean,0.6
B01M4HMVAA,bread,description_clean,0.6
B01M4HMVAA,paring,description_clean,0.6
B01M4HMVAA,utility,description_clean,0.6
B01M4HMVAA,chef,description_clean,0.6
B0DM82G931,fillet,title,1.0
B0DM82G931,chef,title,1.0
B0DM82G931,boning,bullet_points_text,0.8
B00LI03Q7K,set,title,1.0
B00LI03Q7K,block,title,1.0
B00LI03Q7K,santoku,bullet_points_text,0.8
B00LI03Q7K,bread,bullet_points_text,0.8
B00LI03Q7K,paring,bullet_points_text,0.8
B00LI03Q7K,utility,bullet_points_text,0.8
B00LI03Q7K,steak,bullet_points_text,0.8
B00LI03Q7K,chef,bullet_points_text,0.8
B0D86YBQXZ,block,title,1.0
B0D86YBQXZ,chef,bullet_points_text,0.8
B0DFYRDYD8,chef,title,1.0
B0DFYRDYD8,set,title,1.0
B0DNW1X8Z4,chef,title,1.0
B0DNW1X8Z4,set,title,1.0
B0DNW1X8Z4,santoku,bullet_points_text,0.8
B0DNW1X8Z4,bread,bullet_points_text,0.8
B0DNW1X8Z4,paring,bullet_points_text,0.8
B0DNW1X8Z4,utility,bullet_points_text,0.8
B09Y5NZ1WC,chef,title,1.0
B09Y5NZ1WC,set,title,1.0
B09Y5NZ1WC,block,title,1.0
B09Y5NZ1WC,santoku,bullet_points_text,0.8
B09Y5NZ1WC,bread,bullet_points_text,0.8
B09Y5NZ1WC,paring,bullet_points_text,0.8
B09Y5NZ1WC,utility,bullet_points_text,0.8
B07ZY4S51Z,block,title,1.0
B0DSK8P872,santoku,title,1.0
B0DSK8P872,chef,title,1.0
B0B62LSJMN,block,title,1.0
B0B62LSJMN,santoku,bullet_points_text,0.8
B0B62LSJMN,bread,bullet_points_text,0.8
B0B62LSJMN,paring,bullet_points_text,0.8
B0B62LSJMN,utility,bullet_points_text,0.8
B0B62LSJMN,steak,bullet_points_text,0.8
B0B62LSJMN,chef,bullet_points_text,0.8
B0B62LSJMN,set,bullet_points_text,0.8
B0CBS9FTDX,santoku,title,1.0
B0CBS9FTDX,paring,title,1.0
B0CBS9FTDX,chef,title,1.0
B0CBS9FTDX,set,title,1.0
B0CBS9FTDX,bread,bullet_points_text,0.8
B0DM8363RQ,nakiri,title,1.0
B0DM8363RQ,chef,title,1.0
B09FL98DFP,boning,title,1.0
B09FL98DFP,carving,title,1.0
B0DSK7JYLW,chef,bullet_points_text,0.8
B0CYXGDTVJ,chef,bullet_points_text,0.8
B0DKFYLVNL,cleaver,title,1.0
B0DKFYLVNL,chef,title,1.0
B0DKFYLVNL,set,title,1.0
B07S2TDMBK,set,title,1.0
B07S2TDMBK,santoku,bullet_points_text,0.8
B07S2TDMBK,paring,bullet_points_text,0.8
B07S2TDMBK,utility,bullet_points_text,0.8
B07S2TDMBK,chef,bullet_points_text,0.8
B0DM82BWSR,fillet,title,1.0
B0DM82BWSR,carving,title,1.0
B0DM82BWSR,boning,bullet_points_text,0.8
B0DM82BWSR,set,bullet_points_text,0.8
B09N7G38FP,cleaver,title,1.0
B09N7G38FP,paring,title,1.0
B09N7G38FP,carving,bullet_points_text,0.8
B0FBRQRPLX,set,title,1.0
B0FBRQRPLX,block,title,1.0
B0FBRQRPLX,santoku,bullet_points_text,0.8
B0FBRQRPLX,bread,bullet_points_text,0.8
B0FBRQRPLX,paring,bullet_points_text,0.8
B0FBRQRPLX,utility,bullet_points_text,0.8
B0FBRQRPLX,steak,bullet_points_text,0.8
B0FBRQRPLX,chef,bullet_points_text,0.8
B09S9YQS7W,utility,title,1.0
B09S9YQS7W,boning,title,1.0
B09D3DZCQB,carving,title,1.0
B09D3DZCQB,set,title,1.0
B07QHHXMFR,set,title,1.0
B07QHHXMFR,santoku,bullet_points_text,0.8
B07QHHXMFR,paring,bullet_points_text,0.8
B07QHHXMFR,utility,bullet_points_text,0.8
B07QHHXMFR,chef,bullet_points_text,0.8
B0B8MLGQFQ,set,title,1.0
B0B8MLGQFQ,block,title,1.0
B0B8MLGQFQ,santoku,bullet_points_text,0.8
B0B8MLGQFQ,paring,bullet_points_text,0.8
B0B8MLGQFQ,utility,bullet_points_text,0.8
B0B8MLGQFQ,steak,bullet_points_text,0.8
B0B8MLGQFQ,chef,bullet_points_text,0.8
B0C37CN71P,bread,title,1.0
B0C37CN71P,paring,title,1.0
B096XCY3S9,set,title,1.0
B0FBWK81R9,chef,title,1.0
B0FBWK81R9,set,title,1.0
B0FBWK81R9,santoku,bullet_points_text,0.8
B0FBWK81R9,cleaver,bullet_points_text,0.8
B0FBWK81R9,bread,bullet_points_text,0.8
B0FBWK81R9,paring,bullet_points_text,0.8
B0FBWK81R9,utility,bullet_points_text,0.8
B0FBWK81R9,boning,bullet_points_text,0.8
B0BMNQMH9J,bread,title,1.0
B0BMNQMH9J,chef,title,1.0
B0BMNQMH9J,set,title,1.0
B0BMNQMH9J,santoku,bullet_points_text,0.8
B0BMNQMH9J,paring,bullet_points_text,0.8
B0BMNQMH9J,utility,bullet_points_text,0.8
B0DM81MGR9,chef,title,1.0
B0DM81MGR9,bread,bullet_points_text,0.8
B0DM81MGR9,carving,bullet_points_text,0.8
B0FG7HCKJG,chef,title,1.0
B0FG7HCKJG,set,title,1.0
B0FG7HCKJG,santoku,bullet_points_text,0.8
B0FG7HCKJG,bread,bullet_points_text,0.8
B0FG7HCKJG,paring,bullet_points_text,0.8
B0FG7HCKJG,utility,bullet_points_text,0.8
B0D9H46D1S,cleaver,title,1.0
B0D9H46D1S,boning,title,1.0
B0D9H46D1S,chef,title,1.0
B0D9H46D1S,set,title,1.0
B0CJV6S9PW,chef,title,1.0
B01KQKGDAY,set,title,1.0
B01KQKGDAY,block,title,1.0
B01KQKGDAY,santoku,bullet_points_text,0.8
B01KQKGDAY,bread,bullet_points_text,0.8
B01KQKGDAY,utility,bullet_points_text,0.8
B01KQKGDAY,steak,bullet_points_text,0.8
B01KQKGDAY,chef,bullet_points_text,0.8
B01KQKGDAY,paring,description_clean,0.6
B076QGYHDK,bread,title,1.0
B076QGYHDK,paring,title,1.0
B076QGYHDK,utility,title,1.0
B076QGYHDK,carving,title,1.0
B076QGYHDK,chef,title,1.0
B076QGYHDK,set,title,1.0
B08ZQPYCBM,chef,title,1.0
B0FK1X9R79,santoku,title,1.0
B0FK1X9R79,bread,title,1.0
B0FK1X9R79,paring,title,1.0
B0FK1X9R79,boning,title,1.0
B0FK1X9R79,chef,title,1.0
B0FK1X9R79,set,title,1.0
B0FK1X9R79,utility,bullet_points_text,0.8
B0DM856S88,chef,title,1.0
B0DM856S88,bread,bullet_points_text,0.8
B0CHQVGGZM,set,title,1.0
B0CHQVGGZM,block,title,1.0
B0CHQVGGZM,santoku,bullet_points_text,0.8
B0CHQVGGZM,bread,bullet_points_text,0.8
B0CHQVGGZM,paring,bullet_points_text,0.8
B0CHQVGGZM,utility,bullet_points_text,0.8
B0CHQVGGZM,steak,bullet_points_text,0.8
B0CHQVGGZM,chef,bullet_points_text,0.8
B09Q2Q2HQ3,steak,title,1.0
B09Q2Q2HQ3,set,title,1.0
B09Q2Q2HQ3,bread,bullet_points_text,0.8
B09Q2Q2HQ3,carving,bullet_points_text,0.8
B09Q2Q2HQ3,chef,bullet_points_text,0.8
B0CLQXN88Q,set,title,1.0
B0CLQXN88Q,santoku,bullet_points_text,0.8
B0CLQXN88Q,bread,bullet_points_text,0.8
B0CLQXN88Q,paring,bullet_points_text,0.8
B0CLQXN88Q,utility,bullet_points_text,0.8
B0CLQXN88Q,chef,bullet_points_text,0.8
B00GIBJZWO,set,title,1.0
B00GIBJZWO,block,title,1.0
B00GIBJZWO,utility,description_clean,0.6
B00GIBJZWO,steak,description_clean,0.6
B00GIBJZWO,chef,description_clean,0.6
B0DBJSS5LD,set,title,1.0
B0DBJSS5LD,block,title,1.0
B0DBJSS5LD,santoku,bullet_points_text,0.8
B0DBJSS5LD,paring,bullet_points_text,0.8
B0DBJSS5LD,utility,bullet_points_text,0.8
B0DBJSS5LD,chef,bullet_points_text,0.8
B00LSV613K,set,title,1.0
B00LSV613K,santoku,description_clean,0.6
B00LSV613K,bread,description_clean,0.6
B00LSV613K,paring,description_clean,0.6
B00LSV613K,utility,description_clean,0.6
B00LSV613K,carving,description_clean,0.6
B00LSV613K,chef,description_clean,0.6
B0DGQKV614,set,title,1.0
B0DGQKV614,block,title,1.0
B0DGQKV614,bread,bullet_points_text,0.8
B0DGQKV614,paring,bullet_points_text,0.8
B0DGQKV614,utility,bullet_points_text,0.8
B0DGQKV614,carving,bullet_points_text,0.8
B0DGQKV614,steak,bullet_points_text,0.8
B0DGQKV614,chef,bullet_points_text,0.8
B0C37G8DCK,bread,title,1.0
B0C37G8DCK,utility,title,1.0
B0DM82NK7J,fillet,title,1.0
B0DM82NK7J,boning,bullet_points_text,0.8
B0DM82NK7J,carving,bullet_points_text,0.8
B0DM7ZZ952,cleaver,title,1.0
B0DM7ZZ952,carving,bullet_points_text,0.8
B09Q2Q7KF5,steak,title,1.0
B09Q2Q7KF5,set,title,1.0
B0FMQZS2RL,chef,title,1.0
B06WVBM57D,set,title,1.0
B06WVBM57D,santoku,bullet_points_text,0.8
B06WVBM57D,bread,bullet_points_text,0.8
B06WVBM57D,paring,bullet_points_text,0.8
B06WVBM57D,utility,bullet_points_text,0.8
B06WVBM57D,chef,bullet_points_text,0.8
B0DZ2BRPLL,cleaver,title,1.0
B0DZ2BRPLL,boning,title,1.0
B0DZ2BRPLL,chef,title,1.0
B0DZ2BRPLL,set,title,1.0
B0F4N7HL8V,chef,title,1.0
B0F4N7HL8V,set,title,1.0
B0F4N7HL8V,nakiri,bullet_points_text,0.8
B0F4N7HL8V,utility,bullet_points_text,0.8
B0DCV9V2PV,cleaver,title,1.0
B0DCV9V2PV,chef,bullet_points_text,0.8
B0FQHT7Y9V,paring,title,1.0
B0FQHT7Y9V,chef,title,1.0
B0FQHT7Y9V,bread,bullet_points_text,0.8
B0CD1ZL3J6,chef,title,1.0
B0CD1ZL3J6,set,title,1.0
B0CD1ZL3J6,santoku,bullet_points_text,0.8
B0CD1ZL3J6,utility,bullet_points_text,0.8
B07K46875F,paring,title,1.0
B07K46875F,utility,title,1.0
B07K46875F,chef,title,1.0
B0B1T6M6ZV,chef,title,1.0
B0BJ6RKT38,bread,title,1.0
B0BJ6RKT38,paring,title,1.0
B0BJ6RKT38,utility,title,1.0
B0BJ6RKT38,chef,title,1.0
B0DGQLD5Q1,steak,title,1.0
B0DGQLD5Q1,set,title,1.0
B0DRGFJWCZ,paring,title,1.0
B0DRGFJWCZ,utility,title,1.0
B0DRGFJWCZ,chef,title,1.0
B09HCX44GK,set,title,1.0
B09HCX44GK,block,title,1.0
B09HCX44GK,santoku,bullet_points_text,0.8
B09HCX44GK,bread,bullet_points_text,0.8
B09HCX44GK,paring,bullet_points_text,0.8
B09HCX44GK,utility,bullet_points_text,0.8
B09HCX44GK,carving,bullet_points_text,0.8
B09HCX44GK,chef,bullet_points_text,0.8
B0DSK8342X,utility,title,1.0
B0DSK8342X,chef,title,1.0
B0DSK8342X,paring,bullet_points_text,0.8
B09WGR7W5W,chef,title,1.0
B09WGR7W5W,set,title,1.0
B09WGR7W5W,santoku,bullet_points_text,0.8
B09WGR7W5W,cleaver,bullet_points_text,0.8
B09WGR7W5W,bread,bullet_points_text,0.8
B09WGR7W5W,paring,bullet_points_text,0.8
B09WGR7W5W,block,bullet_points_text,0.8
B079WWFZY6,chef,bullet_points_text,0.8
B09K7J96QV,santoku,title,1.0
B09K7J96QV,bread,title,1.0
B09K7J96QV,paring,title,1.0
B09K7J96QV,utility,title,1.0
B09K7J96QV,chef,title,1.0
B09K7J96QV,set,title,1.0
B09K7J96QV,block,title,1.0
B06WP5B4VR,set,title,1.0
B06WP5B4VR,santoku,bullet_points_text,0.8
B06WP5B4VR,bread,bullet_points_text,0.8
B06WP5B4VR,paring,bullet_points_text,0.8
B06WP5B4VR,utility,bullet_points_text,0.8
B06WP5B4VR,chef,bullet_points_text,0.8
B0DLMM4FKQ,chef,title,1.0
B0DLMM4FKQ,set,title,1.0
B0DLMM4FKQ,santoku,bullet_points_text,0.8
B0DLMM4FKQ,cleaver,bullet_points_text,0.8
B0DLMM4FKQ,bread,bullet_points_text,0.8
B0DLMM4FKQ,utility,bullet_points_text,0.8
B0DLMM4FKQ,steak,bullet_points_text,0.8
B0FNMXZVMH,chef,title,1.0
B0FNMXZVMH,set,title,1.0
B0FNMXZVMH,block,title,1.0
B0D9QR9MZ4,santoku,title,1.0
B0D9QR9MZ4,steak,title,1.0
B0D9QR9MZ4,set,title,1.0
B0D9QR9MZ4,block,title,1.0
B0D9QR9MZ4,bread,bullet_points_text,0.8
B0D9QR9MZ4,paring,bullet_points_text,0.8
B0D9QR9MZ4,utility,bullet_points_text,0.8
B0D9QR9MZ4,chef,bullet_points_text,0.8
B09S5SMGBJ,chef,title,1.0
B09S5SMGBJ,set,title,1.0
B09S5SMGBJ,block,title,1.0
B09S5SMGBJ,santoku,bullet_points_text,0.8
B09S5SMGBJ,bread,bullet_points_text,0.8
B09S5SMGBJ,utility,bullet_points_text,0.8
B09S5SMGBJ,boning,bullet_points_text,0.8
B09NLLR8HV,nakiri,title,1.0
B09NLLR8HV,chef,title,1.0
B09NLLR8HV,cleaver,bullet_points_text,0.8
B07XB21HD7,carving,title,1.0
B07XB21HD7,set,title,1.0
B07XB21HD7,chef,bullet_points_text,0.8
B0FXWXC6KM,set,title,1.0
B0FXWXC6KM,paring,bullet_points_text,0.8
B0FXWXC6KM,utility,bullet_points_text,0.8
B0FXWXC6KM,carving,bullet_points_text,0.8
B0FXWXC6KM,chef,bullet_points_text,0.8
B0CXJ94WM3,chef,title,1.0
B0CXJ94WM3,set,title,1.0
B0CXJ94WM3,block,title,1.0
B0CXJ94WM3,santoku,bullet_points_text,0.8
B0CXJ94WM3,bread,bullet_points_text,0.8
B0CXJ94WM3,paring,bullet_points_text,0.8
B0CXJ94WM3,utility,bullet_points_text,0.8
B0CLVMXH3Y,chef,title,1.0
B0GJ3K1LH7,nakiri,title,1.0
B0GJ3K1LH7,cleaver,title,1.0
B0GJ3K1LH7,set,title,1.0
B0GJ3K1LH7,santoku,bullet_points_text,0.8
B0GJ3K1LH7,bread,bullet_points_text,0.8
B0GJ3K1LH7,paring,bullet_points_text,0.8
B0GJ3K1LH7,utility,bullet_points_text,0.8
B0GJ3K1LH7,chef,bullet_points_text,0.8
B07STD2G1C,set,title,1.0
B07STD2G1C,santoku,bullet_points_text,0.8
B07STD2G1C,paring,bullet_points_text,0.8
B07STD2G1C,utility,bullet_points_text,0.8
B07STD2G1C,steak,bullet_points_text,0.8
B07STD2G1C,chef,bullet_points_text,0.8
B07STD2G1C,block,bullet_points_text,0.8
B08VJLYQ5D,bread,title,1.0
B08VJLYQ5D,chef,title,1.0
B08VJLYQ5D,set,title,1.0
B08VJLYQ5D,paring,bullet_points_text,0.8
B08VJLYQ5D,utility,bullet_points_text,0.8
B08VJLYQ5D,block,bullet_points_text,0.8
B0FCY5NC6N,chef,title,1.0
B09YK8J9G6,bread,title,1.0
B09YK8J9G6,steak,title,1.0
B09YK8J9G6,set,title,1.0
B0C37F8XRD,santoku,title,1.0
