asin,month,month_str,reviews_month_n,sales_month_sim,bought_count_cum_sim,bought_count_total_sim,bought_count_bucket_original,demand_score,q4_multiplier_base,price_num,product_rating,product_rating_count,bsr_rank,discount_rate,brand_norm,sim_variant
B0DG9Y57NY,2025-11-01,2025-11,0,48,204,416,400,0.5183352293050084,1.55,12.54,4.7,76,19582.0,0.7440293937538274,cuisinart,enh3_combined_featurecorr_q4
B0DG9Y57NY,2025-12-01,2025-12,0,95,299,416,400,0.5183352293050084,1.85,12.54,4.7,76,19582.0,0.7440293937538274,cuisinart,enh3_combined_featurecorr_q4
B0DG9Y57NY,2026-01-01,2026-01,0,117,416,416,400,0.5183352293050084,1.25,12.54,4.7,76,19582.0,0.7440293937538274,cuisinart,enh3_combined_featurecorr_q4
B0CW3FZR24,2024-01-01,2024-01,0,0,0,48,50,0.40606497226725574,1.25,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2024-02-01,2024-02,0,0,0,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2024-03-01,2024-03,0,0,0,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2024-04-01,2024-04,0,0,0,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2024-05-01,2024-05,0,0,0,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2024-06-01,2024-06,0,0,0,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2024-07-01,2024-07,0,0,0,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2024-08-01,2024-08,0,0,0,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2024-09-01,2024-09,0,0,0,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2024-10-01,2024-10,0,0,0,48,50,0.40606497226725574,1.2,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2024-11-01,2024-11,0,1,1,48,50,0.40606497226725574,1.55,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2024-12-01,2024-12,0,1,2,48,50,0.40606497226725574,1.85,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2025-01-01,2025-01,0,1,3,48,50,0.40606497226725574,1.25,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2025-02-01,2025-02,0,1,4,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2025-03-01,2025-03,0,1,5,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2025-04-01,2025-04,0,1,6,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2025-05-01,2025-05,0,1,7,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2025-06-01,2025-06,0,2,9,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2025-07-01,2025-07,0,2,11,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2025-08-01,2025-08,0,1,12,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2025-09-01,2025-09,0,2,14,48,50,0.40606497226725574,1.0,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2025-10-01,2025-10,0,2,16,48,50,0.40606497226725574,1.2,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2025-11-01,2025-11,0,9,25,48,50,0.40606497226725574,1.55,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2025-12-01,2025-12,0,12,37,48,50,0.40606497226725574,1.85,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B0CW3FZR24,2026-01-01,2026-01,0,11,48,48,50,0.40606497226725574,1.25,8.99,4.6,169,39081.0,0.0,ayanica,enh3_combined_featurecorr_q4
B07P46SQPW,2024-01-01,2024-01,0,1,1,324,200,0.6929744352187703,1.25,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2024-02-01,2024-02,0,1,2,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2024-03-01,2024-03,0,1,3,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2024-04-01,2024-04,0,1,4,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2024-05-01,2024-05,0,1,5,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2024-06-01,2024-06,0,1,6,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2024-07-01,2024-07,0,1,7,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2024-08-01,2024-08,0,2,9,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2024-09-01,2024-09,0,1,10,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2024-10-01,2024-10,0,3,13,324,200,0.6929744352187703,1.2,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2024-11-01,2024-11,0,3,16,324,200,0.6929744352187703,1.55,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2024-12-01,2024-12,0,5,21,324,200,0.6929744352187703,1.85,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2025-01-01,2025-01,0,5,26,324,200,0.6929744352187703,1.25,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2025-02-01,2025-02,0,3,29,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2025-03-01,2025-03,0,3,32,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2025-04-01,2025-04,0,5,37,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2025-05-01,2025-05,0,7,44,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2025-06-01,2025-06,0,13,57,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2025-07-01,2025-07,0,13,70,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2025-08-01,2025-08,0,11,81,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2025-09-01,2025-09,0,9,90,324,200,0.6929744352187703,1.0,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2025-10-01,2025-10,0,15,105,324,200,0.6929744352187703,1.2,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2025-11-01,2025-11,0,51,156,324,200,0.6929744352187703,1.55,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2025-12-01,2025-12,0,77,233,324,200,0.6929744352187703,1.85,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B07P46SQPW,2026-01-01,2026-01,0,91,324,324,200,0.6929744352187703,1.25,33.99,4.7,3397,6220.0,0.0,paudin,enh3_combined_featurecorr_q4
B084G8Y5M4,2024-01-01,2024-01,0,2,2,1494,1000,0.6362075128358105,1.25,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2024-02-01,2024-02,0,3,5,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2024-03-01,2024-03,0,4,9,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2024-04-01,2024-04,0,3,12,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2024-05-01,2024-05,0,3,15,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2024-06-01,2024-06,0,4,19,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2024-07-01,2024-07,0,6,25,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2024-08-01,2024-08,0,7,32,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2024-09-01,2024-09,0,8,40,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2024-10-01,2024-10,0,12,52,1494,1000,0.6362075128358105,1.2,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2024-11-01,2024-11,0,22,74,1494,1000,0.6362075128358105,1.55,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2024-12-01,2024-12,0,22,96,1494,1000,0.6362075128358105,1.85,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2025-01-01,2025-01,0,17,113,1494,1000,0.6362075128358105,1.25,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2025-02-01,2025-02,0,14,127,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2025-03-01,2025-03,0,14,141,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2025-04-01,2025-04,0,18,159,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2025-05-01,2025-05,0,27,186,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2025-06-01,2025-06,0,58,244,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2025-07-01,2025-07,0,70,314,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2025-08-01,2025-08,0,55,369,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2025-09-01,2025-09,0,54,423,1494,1000,0.6362075128358105,1.0,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2025-10-01,2025-10,0,69,492,1494,1000,0.6362075128358105,1.2,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2025-11-01,2025-11,0,270,762,1494,1000,0.6362075128358105,1.55,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2025-12-01,2025-12,0,328,1090,1494,1000,0.6362075128358105,1.85,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B084G8Y5M4,2026-01-01,2026-01,0,404,1494,1494,1000,0.6362075128358105,1.25,11.99,4.5,2376,5803.0,0.2947058823529411,henckels,enh3_combined_featurecorr_q4
B0FCXWCXY4,2024-01-01,2024-01,0,0,0,52,50,0.519707508559337,1.25,99.99,4.7,399,64570.0,0.0,paudin,enh3_combined_featurecorr_q4
B0FCXWCXY4,2024-02-01,2024-02,0,0,0,52,50,0.519707508559337,1.0,99.99,4.7,399,64570.0,0.0,paudin,enh3_combined_featurecorr_q4
B0FCXWCXY4,2024-03-01,2024-03,0,0,0,52,50,0.519707508559337,1.0,99.99,4.7,399,64570.0,0.0,paudin,enh3_combined_featurecorr_q4
B0FCXWCXY4,2024-04-01,2024-04,0,0,0,52,50,0.519707508559337,1.0,99.99,4.7,399,64570.0,0.0,paudin,enh3_combined_featurecorr_q4
B0FCXWCXY4,2024-05-01,2024-05,0,0,0,52,50,0.519707508559337,1.0,99.99,4.7,399,64570.0,0.0,paudin,enh3_combined_featurecorr_q4
