review_id,asin,author,review_rating,review_date,review_date_dt,verified_purchase,helpful_votes,variant,variant_color,variant_style,variant_size,variant_number_of_items,review_text_raw,review_text_clean,has_text,text_len,exclamation_cnt,question_cnt,caps_ratio,text_hash,scraped_at,scraped_at_dt,bad_date_flag,rating_out_of_range_flag,brand,brand_norm,seller,seller_norm,price_num,list_price,unit_price,product_rating,product_rating_count,bsr_rank,bsr_category_norm,is_fba,has_aplus,image_count,bullet_count,best_subcat_rank,best_subcat_name,bought_count_number_clean
R3VQAZB8ABWXJD,B01ALYD1WI,Tawnie Jensen,1,"December 31, 2025",2025-12-31,True,0,Color: Natural/Grey,Natural/Grey,,,,Colors are not accurate at all! What a let down,Colors are not accurate at all! What a let down,1,47,1,0,0.05405405405405406,211113f261c73e725ccbf47601d4880d,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
RH8BVDMQL27VK,B01ALYD1WI,Elizabeth Gonzále,5,"December 31, 2025",2025-12-31,True,0,Color: White,White,,,,"Se ve un juego fuerte y excelente filo , el set pesa un poco , pero vale la pena mucho","Se ve un juego fuerte y excelente filo , el set pesa un poco , pero vale la pena mucho",1,86,0,0,0.015384615384615385,61827a1a18d6a0ccec3277ecc4438e48,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R3C9MKPAD4BIF4,B01ALYD1WI,yuliya b.,3,"December 31, 2025",2025-12-31,False,0,Color: Natural,Natural,,,,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration1:03Loaded:4.77%Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-1:031xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.I love the knife set, I really do. The knives are sharp and beautiful and you have all the knives you need, however my disappointment is in the quality of the handles. We’ve had them for about a year and a half ago and the handles on the knives have cracked, and my scissors just broke.","The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration1:03Loaded:4.77%Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-1:031xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.I love the knife set, I really do. The knives are sharp and beautiful and you have all the knives you need, however my disappointment is in the quality of the handles. We’ve had them for about a year and a half ago and the handles on the knives have cracked, and my scissors just broke.",1,792,0,0,0.0662557781201849,b12d566c6f62f74da7baaaaa3248c4f3,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R13ESHZGF36GVR,B01ALYD1WI,Rio Bravo,3,"January 1, 2026",2026-01-01,True,0,Color: Black/Gray,Black/Gray,,,,"Most knifes are made well and have a good feel except for the steak knifes which look and feel cheap.  I am keeping the set, but replacing the steak knifes.","Most knifes are made well and have a good feel except for the steak knifes which look and feel cheap. I am keeping the set, but replacing the steak knifes.",1,155,0,0,0.016260162601626018,45a34afa0f3412359ee7a1d624960d3d,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R34VQAWR7CXM9H,B01ALYD1WI,Jill,1,"January 3, 2026",2026-01-03,False,0,Color: White/ Charcoal Grey,White/ Charcoal Grey,,,,Brand new out of the box. Used the scissors once and then hand washed them and it immediately rusted. I expected more from Cuisinart.,Brand new out of the box. Used the scissors once and then hand washed them and it immediately rusted. I expected more from Cuisinart.,1,133,0,0,0.037383177570093455,9a1972efe8c81ea905ac35b9a06cfa0e,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R19HV4BBFBYB3,B01ALYD1WI,A.F.,2,"January 4, 2026",2026-01-04,True,0,Color: Natural/Grey,Natural/Grey,,,,Looses sharpness fast.  The big knives are hard to get out of the block.  Low quality.,Looses sharpness fast. The big knives are hard to get out of the block. Low quality.,1,84,0,0,0.045454545454545456,559786b0f6d10cdade59226e155eebf0,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R2IJNB6Y7LF6TZ,B01ALYD1WI,Robert Leavell,4,"January 8, 2026",2026-01-08,True,0,Color: White/ Charcoal Grey,White/ Charcoal Grey,,,,"Like this set, super sharp!","Like this set, super sharp!",1,27,1,0,0.047619047619047616,e1c0ff66056dd6a3124050498a60ff80,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
RER0KXHBYW13X,B01ALYD1WI,georgette61,5,"January 11, 2026",2026-01-11,True,0,Color: Black/Black,Black/Black,,,,The knives are sharp.  The black block matches my kitchen appliances.,The knives are sharp. The black block matches my kitchen appliances.,1,68,0,0,0.03571428571428571,3700043c40dd41aa4114edea13045b1f,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
RVM4FEBVF6Z35,B01ALYD1WI,Taylor Leal Riso,5,"January 12, 2026",2026-01-12,False,0,Color: White,White,,,,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:41Loaded:7.32%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:411xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.The quality of these invites are great! They are not too big and bulky. They do not rust and are easy to clean! They also stay sharp, we have not had to sharpen.","The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:41Loaded:7.32%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:411xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.The quality of these invites are great! They are not too big and bulky. They do not rust and are easy to clean! They also stay sharp, we have not had to sharpen.",1,671,2,0,0.07832422586520947,35d3dead2300fc838f6b7c66bf9cc6e0,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R1YRX4F9EMF7IL,B01ALYD1WI,Savannah Bates,5,"November 22, 2025",2025-11-22,True,1,Color: White,White,,,,This knife set is very high quality for the cost. It also looks aesthetically pleasing on my kitchen counter. Comes with a knife sharpener so they never go dull!,This knife set is very high quality for the cost. It also looks aesthetically pleasing on my kitchen counter. Comes with a knife sharpener so they never go dull!,1,161,1,0,0.023076923076923078,1608860a5f869628d8946e1c0a141817,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R209ZY7QKW3FWP,B01ALYD1WI,David Gorton,5,"December 6, 2025",2025-12-06,True,1,Color: White,White,,,,Worth the money,Worth the money,1,15,0,0,0.07692307692307693,e797695ca87e1f00efb2970527c5f20f,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R25V4FR7SP00QA,B01ALYD1WI,karen odonnell,5,"November 18, 2025",2025-11-18,True,0,Color: White,White,,,,"SHARP! First time using included trip to ER, totally my bad. BE SMART WITH THEM!","SHARP! First time using included trip to ER, totally my bad. BE SMART WITH THEM!",1,80,2,0,0.3709677419354839,f751a3cd960c31ae15e62ca68f89a26d,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R1UUTEVRQRRNXJ,B01ALYD1WI,Samantha,1,"October 9, 2025",2025-10-09,True,1,Color: White,White,,,,I highly don’t recommend this knife set! I had them for about two years and they started to crack. I don’t have a picture but the scissors it came with rusted and broke. You’re just better off investing in a better knife set!,I highly don’t recommend this knife set! I had them for about two years and they started to crack. I don’t have a picture but the scissors it came with rusted and broke. You’re just better off investing in a better knife set!,1,225,2,0,0.022727272727272728,b8efbfadb19d4928f47dcfabac1cfbf8,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R15QM7FBGTZRQJ,B01ALYD1WI,Gustavo Rios,5,"September 15, 2025",2025-09-15,True,1,Color: White,White,,,,Muy bonitos y excelente calidad. Me gustaron mucho,Muy bonitos y excelente calidad. Me gustaron mucho,1,50,0,0,0.047619047619047616,fed1780e9844c122a48db52d1b5478f2,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
REXCRS0IU2CQI,B01ALYD1WI,Araceli,2,"September 17, 2025",2025-09-17,True,0,Color: White,White,,,,"Nice set but the steak knives do not cut very well. Unfortunately for me, I opened the box too late and the return window has past. Now I have to replace the steak knives with something that is functional.","Nice set but the steak knives do not cut very well. Unfortunately for me, I opened the box too late and the return window has past. Now I have to replace the steak knives with something that is functional.",1,205,0,0,0.03067484662576687,c5d160001380d2be7f9bae622a41bde9,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R2XO60IUZAYXK6,B01ALYD1WI,Amazon Customer,5,"September 19, 2025",2025-09-19,True,0,Color: Cherry/White,Cherry/White,,,,Love this set!,Love this set!,1,14,1,0,0.09090909090909091,c7070a552327aaa73a66a59aca1351ee,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
RL967J3YFZZFA,B01ALYD1WI,Jessica Brouse,2,"September 23, 2025",2025-09-23,True,0,Color: White,White,,,,"Unfortunately they are not worth the price. I put them in the dishwasher and they cracked and got all rusted. I know you’re not technically supposed to put them in there, but it says they can be. Not great…sad they cracked.","Unfortunately they are not worth the price. I put them in the dishwasher and they cracked and got all rusted. I know you’re not technically supposed to put them in there, but it says they can be. Not great…sad they cracked.",1,223,0,0,0.022727272727272728,20d31b5bb7e5775b0a3b3fa2c02cb74c,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R3N1JCMH2U9DXN,B01ALYD1WI,daphne,1,"September 25, 2025",2025-09-25,True,1,Color: Black/Black,Black/Black,,,,"Plastic handles , they are low end for the price you pay","Plastic handles , they are low end for the price you pay",1,56,0,0,0.022727272727272728,f8fdd74c784ed3a0cd82a5c5f302ca67,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R2LQ47F724UNCO,B01ALYD1WI,NicholePbuystuff,4,"November 14, 2025",2025-11-14,False,0,Color: White,White,,,,"The color of the natural kind of ugly to me, that I had to return them. It was like an orangish beige. Didn’t look like the color in the image. I will try the white ones.","The color of the natural kind of ugly to me, that I had to return them. It was like an orangish beige. Didn’t look like the color in the image. I will try the white ones.",1,170,0,0,0.03875968992248062,d9f8845248f3ec9fbc8421bb97e7f5c5,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R2ALBRGAOAAFJN,B01ALYD1WI,Sedona Heaney,5,"October 3, 2025",2025-10-03,True,1,Color: White/ Charcoal Grey,White/ Charcoal Grey,,,,"I have always been nervous about ordering knives online, but these surprised me! They are very sharp, and there are multiple different types of knives so that you can choose which one you need. They are very durable, and their balance from the blade to the handle is amazing. The handle has a brilliant grip, so it will not fall out of your hands when cutting.","I have always been nervous about ordering knives online, but these surprised me! They are very sharp, and there are multiple different types of knives so that you can choose which one you need. They are very durable, and their balance from the blade to the handle is amazing. The handle has a brilliant grip, so it will not fall out of your hands when cutting.",1,360,1,0,0.013937282229965157,dfd374ae277f9eadbb9129b6866d09a5,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R3LT68V3UCNIIC,B01ALYD1WI,Jeremy,1,"October 8, 2025",2025-10-08,False,0,Color: White,White,,,,Worst knives ever! The handles have all cracked making the knives unusable. Wish I could return. Do not purchase.,Worst knives ever! The handles have all cracked making the knives unusable. Wish I could return. Do not purchase.,1,113,1,0,0.054945054945054944,26c7a7b4d16c163dc57f76e702ee9172,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R10DPJNT42B3HE,B01ALYD1WI,DIANA L,5,"October 3, 2025",2025-10-03,True,0,Color: White,White,,,,Do not hesitate to.  This set us phenomenal and very good quality knives.  I love cooking and I use all of the.  Comes with scissors and knife sharpener tool.  Easy to clean down.,Do not hesitate to. This set us phenomenal and very good quality knives. I love cooking and I use all of the. Comes with scissors and knife sharpener tool. Easy to clean down.,1,175,0,0,0.043478260869565216,38991c25b4d88f0197c0336d803d7366,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R1OZOCUVC68RPC,B01ALYD1WI,Star,5,"October 21, 2025",2025-10-21,True,2,Color: Black/Gray,Black/Gray,,,,"EXCELLENT KNIVES,  AESTHETICALLY BEAUTIFUL AND SUER SHARP","EXCELLENT KNIVES, AESTHETICALLY BEAUTIFUL AND SUER SHARP",1,56,0,0,1.0,777642285f6f052bab312731555f8022,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R1FKR2OZ4YWBV,B01ALYD1WI,Amazon Customer,3,"October 22, 2025",2025-10-22,True,1,Color: Cherry/White,Cherry/White,,,,"Not sure if there was a ""correct"" way of washing the scissors, but they broke within a year - the part that connects the two eroded & came apart on top of my salad with grind metals falling off. I bought this 11 months ago. Everything else is great, they are still very much super sharp & other handles are durable.","Not sure if there was a ""correct"" way of washing the scissors, but they broke within a year - the part that connects the two eroded & came apart on top of my salad with grind metals falling off. I bought this 11 months ago. Everything else is great, they are still very much super sharp & other handles are durable.",1,315,0,0,0.012345679012345678,daa79cca392b8afe5278475e5657c56a,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R3GMWWH8CQBIMT,B01ALYD1WI,Andrew,1,"October 24, 2025",2025-10-24,True,4,Color: White,White,,,,"The (6) 4.5 inch steak knives do not have a tang that reaches the back of the handle. The tang only goes about an inch or so into the handles. This causes the plastic handles to crack over time and eventually the blade breaks through the handle. The rest of the larger kitchen knives work fine, but the steak knives are cheaply made and will eventually break.","The (6) 4.5 inch steak knives do not have a tang that reaches the back of the handle. The tang only goes about an inch or so into the handles. This causes the plastic handles to crack over time and eventually the blade breaks through the handle. The rest of the larger kitchen knives work fine, but the steak knives are cheaply made and will eventually break.",1,359,0,0,0.014184397163120567,3db259b471c4483b1140330eeddb0487,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R11XE6R49FIBPS,B01ALYD1WI,Sam W,3,"November 4, 2025",2025-11-04,False,0,Color: Black/Black,Black/Black,,,,Missing knife and Cuisinart customer service was not helpful.,Missing knife and Cuisinart customer service was not helpful.,1,61,0,0,0.038461538461538464,75401d409cf607eccc4e4f18d57f58e0,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R2B3B4HWA9I7PC,B01ALYD1WI,Libby,4,"November 8, 2025",2025-11-08,True,1,Color: White,White,,,,Love this knife set it looks great. It's decent quality I always wash them in the dishwasher and they do get clean BUT some of my most frequently used knives have started to rust a tnt but. But I've had for a year and use them almost every day. I'd say it's a good value for money spent.,Love this knife set it looks great. It's decent quality I always wash them in the dishwasher and they do get clean BUT some of my most frequently used knives have started to rust a tnt but. But I've had for a year and use them almost every day. I'd say it's a good value for money spent.,1,287,0,0,0.04054054054054054,010d1c69a1d0612c5918e177db085d29,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R2KIU522UKE6MF,B01ALYD1WI,Nancy A. Miller,1,"November 8, 2025",2025-11-08,True,1,Color: White,White,,,,These knives felt flimsy and unstable.,These knives felt flimsy and unstable.,1,38,0,0,0.03125,d1be492112b021840f98067d548d162d,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R3TPE5CLK1LVJM,B01ALYD1WI,Amazon Customer,1,"November 11, 2025",2025-11-11,True,1,Color: White,White,,,,"Total crap, plastic cracks and breaks.","Total crap, plastic cracks and breaks.",1,38,0,0,0.03225806451612903,6c8f4ba4fa8b1353c6ccd6db94dad127,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R3NO769MWEVR5S,B01ALYD1WI,Debbi Rattunde,3,"October 19, 2025",2025-10-19,True,0,Color: White,White,,,,"I love the knifes however, done of them have rust spots on them. The scissors were very hard to use until we put oil on them. They cut thru all my meat and veggies with no trouble. They are lightweight and easy to grip. I do keep them sharpened. I would purchase again.","I love the knifes however, done of them have rust spots on them. The scissors were very hard to use until we put oil on them. They cut thru all my meat and veggies with no trouble. They are lightweight and easy to grip. I do keep them sharpened. I would purchase again.",1,269,0,0,0.02857142857142857,e913e82dbd1941ed74653bd73f0f5378,2026-01-16 02:53:51,2026-01-16 02:53:51,0,0,Cuisinart,cuisinart,always quality,always quality,89.95,129.95,,4.5,13019,2802.0,kitchen & dining,True,True,10,5,,,2000.0
R305L0LACLY58F,B08CD3XNRL,Jose Soto,5,"June 27, 2025",2025-06-27,True,0,,,,,,I would absolutely recommend them to everybody.,I would absolutely recommend them to everybody.,1,47,0,0,0.025,acbe18b8faf13246dc3180d60e772bb9,2026-01-16 02:53:01,2026-01-16 02:53:01,0,0,Master Maison,master maison,,,42.99,,41.99,4.5,13177,107196.0,kitchen & dining,True,True,10,5,,,
