asin,month,month_str,reviews_month_n,sales_month_sim,bought_count_cum_sim,demand_score,price_num,product_rating,product_rating_count,bsr_rank,discount_rate,brand_norm
B0F1XSJ9YS,2023-09-01,2023-09,0,0,0,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2023-10-01,2023-10,0,0,0,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2023-11-01,2023-11,0,0,0,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2023-12-01,2023-12,0,0,0,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2024-01-01,2024-01,0,0,0,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2024-02-01,2024-02,0,0,0,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2024-03-01,2024-03,0,0,0,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2024-04-01,2024-04,0,0,0,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2024-05-01,2024-05,0,0,0,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2024-06-01,2024-06,0,0,0,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2024-07-01,2024-07,0,0,0,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2024-08-01,2024-08,0,0,0,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2024-09-01,2024-09,45,626,648,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2024-10-01,2024-10,43,1180,1065,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2024-11-01,2024-11,58,2312,4274,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2024-12-01,2024-12,140,3017,8440,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2025-01-01,2025-01,119,2787,11718,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2025-02-01,2025-02,170,3286,16233,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2025-03-01,2025-03,213,3300,19980,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2025-04-01,2025-04,201,3001,22152,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2025-05-01,2025-05,183,4064,31478,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2025-06-01,2025-06,132,2851,26936,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2025-07-01,2025-07,102,3162,31255,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2025-08-01,2025-08,109,3982,42726,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2025-09-01,2025-09,151,2653,30772,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2025-10-01,2025-10,214,7600,107987,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2025-11-01,2025-11,371,6021,88879,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0F1XSJ9YS,2025-12-01,2025-12,291,5611,76088,0.2077,199.99,4.7,560,18135,0.23,knifesaga
B0DG9Y57NY,2023-01-01,2023-01,0,0,0,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2023-02-01,2023-02,0,0,0,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2023-03-01,2023-03,0,0,0,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2023-04-01,2023-04,0,0,0,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2023-05-01,2023-05,0,0,0,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2023-06-01,2023-06,0,0,0,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2023-07-01,2023-07,0,0,0,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2023-08-01,2023-08,0,0,0,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2023-09-01,2023-09,40,1180,1167,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2023-10-01,2023-10,122,1983,1868,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2023-11-01,2023-11,150,3073,5593,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2023-12-01,2023-12,249,5235,15758,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2024-01-01,2024-01,210,3115,12078,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2024-02-01,2024-02,210,3486,17579,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2024-03-01,2024-03,86,3265,21339,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2024-04-01,2024-04,174,4373,28427,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2024-05-01,2024-05,279,4075,29352,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2024-06-01,2024-06,164,6349,52305,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2024-07-01,2024-07,372,7134,70807,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2024-08-01,2024-08,225,3676,42109,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2024-09-01,2024-09,225,4023,49055,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2024-10-01,2024-10,424,6741,87543,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2024-11-01,2024-11,602,9827,133559,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2024-12-01,2024-12,409,6877,99234,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2025-01-01,2025-01,240,3636,56736,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2025-02-01,2025-02,281,4912,85368,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2025-03-01,2025-03,198,4397,73886,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2025-04-01,2025-04,277,5701,114197,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2025-05-01,2025-05,268,4418,89689,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2025-06-01,2025-06,321,4676,93662,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2025-07-01,2025-07,288,7468,164333,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2025-08-01,2025-08,189,4512,113381,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2025-09-01,2025-09,274,3833,83169,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2025-10-01,2025-10,415,7707,181096,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2025-11-01,2025-11,272,8032,206676,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0DG9Y57NY,2025-12-01,2025-12,486,8361,231997,0.3096,12.54,4.7,76,19582,0.74,cuisinart
B0CW3FZR24,2023-01-01,2023-01,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2023-02-01,2023-02,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2023-03-01,2023-03,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2023-04-01,2023-04,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2023-05-01,2023-05,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2023-06-01,2023-06,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2023-07-01,2023-07,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2023-08-01,2023-08,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2023-09-01,2023-09,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2023-10-01,2023-10,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2023-11-01,2023-11,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2023-12-01,2023-12,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2024-01-01,2024-01,0,0,0,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2024-02-01,2024-02,11,198,199,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2024-03-01,2024-03,15,224,235,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2024-04-01,2024-04,16,345,621,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2024-05-01,2024-05,32,516,1546,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2024-06-01,2024-06,42,627,2627,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2024-07-01,2024-07,50,842,4448,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2024-08-01,2024-08,32,639,3571,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2024-09-01,2024-09,28,508,3498,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2024-10-01,2024-10,58,974,7665,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2024-11-01,2024-11,49,1317,10913,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2024-12-01,2024-12,72,1102,10894,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2025-01-01,2025-01,50,698,8149,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2025-02-01,2025-02,31,651,7499,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2025-03-01,2025-03,40,682,8746,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2025-04-01,2025-04,49,799,12217,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2025-05-01,2025-05,38,657,8931,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2025-06-01,2025-06,35,669,10899,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2025-07-01,2025-07,63,920,16401,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2025-08-01,2025-08,41,880,16666,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2025-09-01,2025-09,20,742,14706,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2025-10-01,2025-10,56,840,17560,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2025-11-01,2025-11,63,1079,20660,0.0444,8.99,4.6,169,39081,0.0,ayanica
B0CW3FZR24,2025-12-01,2025-12,78,1166,25827,0.0444,8.99,4.6,169,39081,0.0,ayanica
B07P46SQPW,2023-01-01,2023-01,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2023-02-01,2023-02,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2023-03-01,2023-03,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2023-04-01,2023-04,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2023-05-01,2023-05,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2023-06-01,2023-06,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2023-07-01,2023-07,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2023-08-01,2023-08,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2023-09-01,2023-09,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2023-10-01,2023-10,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2023-11-01,2023-11,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2023-12-01,2023-12,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2024-01-01,2024-01,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2024-02-01,2024-02,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2024-03-01,2024-03,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2024-04-01,2024-04,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2024-05-01,2024-05,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2024-06-01,2024-06,0,0,0,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2024-07-01,2024-07,55,888,944,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2024-08-01,2024-08,23,665,706,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2024-09-01,2024-09,44,758,1514,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2024-10-01,2024-10,60,1057,3222,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2024-11-01,2024-11,182,2606,11105,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2024-12-01,2024-12,221,3335,16049,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2025-01-01,2025-01,118,1649,9003,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2025-02-01,2025-02,75,1104,7701,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2025-03-01,2025-03,124,1821,15773,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2025-04-01,2025-04,69,2453,23359,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2025-05-01,2025-05,154,2297,22357,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2025-06-01,2025-06,96,1743,17504,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2025-07-01,2025-07,95,2162,26654,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2025-08-01,2025-08,54,1968,27295,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2025-09-01,2025-09,110,1882,27217,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2025-10-01,2025-10,75,1826,26979,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2025-11-01,2025-11,198,4096,60599,0.1246,33.99,4.7,3397,6220,0.0,paudin
B07P46SQPW,2025-12-01,2025-12,232,3937,72427,0.1246,33.99,4.7,3397,6220,0.0,paudin
B084G8Y5M4,2023-01-01,2023-01,0,0,0,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2023-02-01,2023-02,0,0,0,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2023-03-01,2023-03,0,0,0,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2023-04-01,2023-04,0,0,0,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2023-05-01,2023-05,0,0,0,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2023-06-01,2023-06,0,0,0,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2023-07-01,2023-07,31,1032,994,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2023-08-01,2023-08,56,770,696,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2023-09-01,2023-09,79,1472,2762,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2023-10-01,2023-10,62,1984,6052,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2023-11-01,2023-11,155,3651,13585,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2023-12-01,2023-12,225,4304,23172,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2024-01-01,2024-01,114,2223,12506,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2024-02-01,2024-02,91,3404,23933,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2024-03-01,2024-03,275,3800,30473,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2024-04-01,2024-04,140,3626,33312,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2024-05-01,2024-05,48,1869,18044,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2024-06-01,2024-06,91,3164,37404,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2024-07-01,2024-07,233,4329,51369,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2024-08-01,2024-08,74,2327,31461,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2024-09-01,2024-09,99,3658,52604,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2024-10-01,2024-10,225,5131,71071,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2024-11-01,2024-11,222,3965,64996,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2024-12-01,2024-12,165,5406,92833,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2025-01-01,2025-01,122,3001,58324,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2025-02-01,2025-02,175,3828,78272,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2025-03-01,2025-03,91,2765,51439,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2025-04-01,2025-04,179,3571,68717,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2025-05-01,2025-05,67,2312,48774,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2025-06-01,2025-06,52,1933,48785,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2025-07-01,2025-07,216,4245,92131,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2025-08-01,2025-08,164,4388,113493,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2025-09-01,2025-09,112,3784,100519,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2025-10-01,2025-10,230,4985,138540,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2025-11-01,2025-11,393,5562,146961,0.211,11.99,4.5,2376,5803,0.29,henckels
B084G8Y5M4,2025-12-01,2025-12,251,4108,112620,0.211,11.99,4.5,2376,5803,0.29,henckels
B0FCXWCXY4,2023-01-01,2023-01,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2023-02-01,2023-02,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2023-03-01,2023-03,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2023-04-01,2023-04,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2023-05-01,2023-05,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2023-06-01,2023-06,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2023-07-01,2023-07,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2023-08-01,2023-08,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2023-09-01,2023-09,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2023-10-01,2023-10,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2023-11-01,2023-11,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2023-12-01,2023-12,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2024-01-01,2024-01,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2024-02-01,2024-02,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2024-03-01,2024-03,0,0,0,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2024-04-01,2024-04,64,1481,1612,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2024-05-01,2024-05,73,1171,1249,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2024-06-01,2024-06,177,2590,5367,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2024-07-01,2024-07,331,4794,15567,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2024-08-01,2024-08,140,3869,14359,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2024-09-01,2024-09,397,5694,26626,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2024-10-01,2024-10,381,9066,51699,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2024-11-01,2024-11,424,10489,69675,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2024-12-01,2024-12,503,8203,63141,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2025-01-01,2025-01,222,5541,50623,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2025-02-01,2025-02,138,5004,45317,0.3582,99.99,4.7,399,64570,0.0,paudin
B0FCXWCXY4,2025-03-01,2025-03,258,5915,63533,0.3582,99.99,4.7,399,64570,0.0,paudin
